# GESTURE_START label=4 caster=lucky rep=9 nsamples=66 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,4687,10385,-9861,6432,-471,-112,1286,-96,67,-22,10100,0
1,4689,10390,-9879,6395,-539,-135,1414,-185,-115,-21,10029,0
2,4681,10404,-9904,6339,-631,-246,1697,-332,-340,-34,9968,0
3,4654,10433,-9931,6270,-605,-309,1865,-405,-607,-66,10033,0
4,4601,10480,-9958,6187,-622,-376,2057,-309,-916,-110,10166,0
5,4533,10542,-9994,6073,-671,-342,2206,-154,-1278,-167,10029,0
6,4461,10617,-10046,5907,-716,-466,2462,-251,-1714,-241,9981,0
7,4385,10706,-10114,5684,-832,-516,2511,-621,-2227,-357,10000,0
8,4295,10814,-10188,5408,-917,-611,2491,-1015,-2788,-514,9962,0
9,4163,10952,-10253,5103,-1082,-595,2301,-1244,-3395,-704,10066,0
10,3983,11117,-10308,4767,-1252,-596,2141,-1024,-4006,-913,10030,0
11,3749,11308,-10349,4406,-1380,-513,1894,-752,-4651,-1112,10000,0
12,3458,11518,-10373,4025,-1474,-427,1580,-395,-5290,-1298,10013,0
13,3122,11736,-10386,3618,-1742,-115,770,24,-5893,-1443,10082,0
14,2762,11947,-10390,3183,-1859,119,300,249,-6414,-1526,10002,0
15,2408,12137,-10390,2714,-1941,291,-196,244,-6792,-1551,10048,0
16,2078,12303,-10384,2220,-1946,529,-1245,-86,-6988,-1519,9971,0
17,1767,12442,-10370,1727,-1815,554,-1664,-493,-6961,-1466,10122,0
18,1442,12559,-10342,1289,-1623,678,-2052,-696,-6761,-1386,10009,0
19,1099,12652,-10310,924,-1420,699,-2287,-162,-6333,-1247,9998,0
20,764,12719,-10281,624,-1100,801,-2509,491,-5788,-1027,10003,0
21,484,12758,-10261,355,-925,781,-2584,888,-5143,-763,10125,0
22,278,12777,-10251,111,-762,663,-2528,588,-4448,-480,9959,0
23,154,12783,-10247,-118,-577,484,-2425,88,-3696,-256,10009,0
24,86,12783,-10243,-322,-384,175,-2010,-531,-2966,-117,10004,0
25,50,12785,-10234,-492,-305,73,-1747,-862,-2321,-71,10114,0
26,20,12789,-10222,-625,-285,11,-1478,-906,-1798,-99,9995,0
27,25,-12797,10206,720,-207,22,-1030,-694,-1418,-161,10029,0
28,84,-12807,10188,789,-212,91,-880,-284,-1174,-221,9983,0
29,148,-12818,10169,848,-187,178,-779,28,-1045,-266,10102,0
30,202,-12826,10151,910,-148,219,-719,138,-982,-278,10033,0
31,249,-12832,10137,975,-87,210,-660,38,-951,-246,9996,0
32,295,-12834,10127,1038,-43,190,-630,-57,-924,-187,9983,0
33,348,-12833,10122,1093,-7,170,-609,-32,-897,-127,10132,0
34,407,-12828,10120,1141,-2,121,-600,75,-878,-67,9980,0
35,471,-12822,10120,1181,12,106,-607,187,-858,-19,10029,0
36,537,-12814,10122,1214,22,79,-629,300,-824,10,9975,0
37,600,-12807,10125,1241,18,64,-658,362,-771,28,10106,0
38,657,-12801,10126,1263,33,39,-711,381,-706,28,10016,0
39,702,-12797,10127,1280,50,36,-723,363,-607,17,10020,0
40,734,-12795,10125,1291,47,36,-713,294,-479,3,9982,0
41,754,-12795,10123,1295,40,44,-686,209,-330,-18,10134,0
42,763,-12798,10120,1291,43,77,-595,140,-177,-42,10000,0
43,766,-12801,10117,1280,38,94,-551,108,-32,-56,9999,0
44,764,-12804,10115,1261,26,110,-504,104,84,-57,10024,0
45,758,-12808,10114,1237,20,145,-435,110,184,-52,10100,0
46,746,-12810,10115,1210,18,145,-403,114,263,-38,10013,0
47,725,-12811,10118,1184,23,130,-408,83,333,-10,9981,0
48,698,-12812,10123,1158,17,100,-395,0,381,21,9998,0
49,698,-12812,10123,1158,13,86,-411,-56,428,49,10112,0
50,670,-12811,10129,1130,2,81,-442,-47,461,69,9981,0
51,641,-12809,10136,1099,-14,76,-480,-35,487,84,10024,0
52,613,-12807,10144,1065,-61,108,-584,-9,510,93,10092,0
53,587,-12805,10153,1025,-68,102,-632,59,546,98,10055,0
54,563,-12802,10163,979,-55,109,-682,127,595,107,9961,0
55,537,-12798,10173,928,-77,100,-732,135,651,118,9994,0
56,504,-12794,10185,871,-75,116,-804,118,741,135,10024,0
57,469,-12789,10198,805,-100,79,-856,166,858,150,10101,0
58,425,-12784,10212,730,-76,61,-886,151,996,166,9993,0
59,371,-12779,10226,646,-136,30,-909,131,1139,170,9985,0
60,307,-12773,10241,554,-146,20,-915,95,1294,171,10044,0
61,234,-12769,10254,451,-159,26,-914,89,1463,160,10097,0
62,157,-12764,10266,332,-195,49,-906,170,1635,143,9990,0
63,78,-12759,10276,194,-240,83,-855,295,1812,128,9991,0
64,5,12754,-10284,-39,-266,99,-815,367,1993,117,10019,0
65,99,12747,-10291,127,-331,135,-767,369,2175,116,10117,0
# GESTURE_END
