# GESTURE_START label=4 caster=lucky rep=7 nsamples=72 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,4820,10448,-9529,6727,-375,-112,821,153,-214,-104,10116,0
1,4793,10475,-9529,6703,-466,-112,976,152,-348,-123,10029,0
2,4757,10510,-9532,6670,-588,-124,1053,135,-488,-136,10000,0
3,4709,10553,-9535,6631,-477,-151,1151,140,-656,-154,10001,0
4,4654,10602,-9546,6576,-498,-108,1211,231,-829,-169,10096,0
5,4604,10653,-9574,6488,-518,-199,1468,144,-1047,-175,10001,0
6,4553,10710,-9614,6370,-515,-220,1561,-176,-1319,-191,9989,0
7,4496,10776,-9665,6219,-538,-254,1635,-416,-1626,-234,10007,0
8,4422,10857,-9721,6044,-608,-287,1701,-608,-1982,-290,10110,0
9,4321,10953,-9777,5848,-662,-314,1714,-617,-2370,-353,10011,0
10,4189,11067,-9831,5634,-719,-339,1706,-514,-2779,-409,9999,0
11,4027,11199,-9882,5401,-745,-350,1678,-334,-3202,-480,10000,0
12,3840,11342,-9930,5142,-880,-314,1503,-158,-3619,-561,10135,0
13,3632,11496,-9975,4857,-948,-294,1383,-102,-4031,-648,10000,0
14,3403,11655,-10016,4547,-1018,-283,1238,-83,-4419,-728,9981,0
15,3148,11821,-10049,4221,-1147,-238,792,-55,-4781,-798,10002,0
16,2871,11987,-10072,3880,-1205,-223,592,89,-5097,-861,10144,0
17,2575,12152,-10083,3530,-1247,-170,385,188,-5350,-919,9996,0
18,2273,12311,-10083,3169,-1221,-90,101,321,-5542,-979,10003,0
19,1977,12460,-10073,2795,-1320,30,-389,313,-5648,-1031,10007,0
20,1690,12599,-10050,2416,-1330,125,-644,163,-5677,-1096,10094,0
21,1406,12726,-10017,2045,-1319,294,-892,73,-5621,-1148,10029,0
22,1131,12836,-9976,1691,-1311,373,-1085,95,-5483,-1156,9968,0
23,878,12928,-9935,1353,-1143,519,-1405,141,-5241,-1099,10027,0
24,657,13000,-9897,1027,-1060,558,-1589,34,-4928,-984,10102,0
25,468,13055,-9862,721,-979,559,-1695,-188,-4562,-844,10020,0
26,300,13095,-9832,443,-753,469,-1792,-349,-4157,-708,9979,0
27,148,13123,-9806,199,-639,489,-1814,-359,-3737,-568,10004,0
28,13,13140,-9787,-14,-532,494,-1815,-273,-3315,-437,10023,0
29,102,-13146,9776,197,-433,486,-1777,-225,-2902,-293,10097,0
30,194,-13143,9774,355,-332,411,-1615,-198,-2495,-144,10013,0
31,265,-13134,9779,491,-252,317,-1498,-229,-2104,-5,10000,0
32,320,-13120,9790,607,-218,231,-1377,-281,-1752,115,10000,0
33,361,-13104,9803,707,-159,58,-1156,-284,-1458,195,10095,0
34,389,-13087,9817,796,-118,-14,-1073,-298,-1212,241,10004,0
35,407,-13073,9828,875,-97,-62,-998,-346,-1017,245,10018,0
36,407,-13073,9828,875,-86,-96,-927,-373,-860,215,10091,0
37,420,-13062,9836,944,-61,-111,-792,-354,-732,165,10024,0
38,431,-13054,9840,1003,-62,-106,-731,-302,-622,98,9995,0
39,444,-13050,9840,1052,-37,-90,-675,-217,-538,30,10005,0
40,459,-13050,9835,1090,-15,-67,-630,-128,-461,-38,10033,0
41,476,-13053,9827,1121,0,-6,-546,-66,-396,-96,10085,0
42,489,-13059,9816,1147,15,30,-519,-65,-334,-146,9987,0
43,498,-13067,9802,1170,15,69,-495,-94,-271,-184,9998,0
44,504,-13076,9787,1189,25,161,-430,-90,-210,-207,10047,0
45,509,-13086,9771,1200,13,207,-395,-42,-141,-208,10065,0
46,515,-13096,9758,1205,6,235,-362,2,-87,-188,10028,0
47,522,-13103,9748,1206,0,264,-324,46,-41,-151,9992,0
48,531,-13107,9742,1200,-5,301,-287,115,-11,-90,10009,0
49,540,-13108,9742,1193,-14,286,-293,136,9,-15,10134,0
50,544,-13104,9748,1186,-16,246,-309,84,35,70,9982,0
51,540,-13096,9759,1182,-5,150,-358,11,67,158,10004,0
52,531,-13085,9775,1177,-13,116,-385,-38,105,228,9996,0
53,516,-13073,9793,1170,-21,79,-420,-64,155,266,10125,0
54,498,-13059,9813,1161,-28,61,-453,-89,208,284,9991,0
55,476,-13046,9833,1149,-27,90,-519,-86,260,285,10010,0
56,457,-13034,9853,1128,-37,130,-558,-17,319,281,9990,0
57,441,-13021,9874,1098,-33,177,-605,84,378,286,10102,0
58,425,-13007,9897,1062,-6,199,-735,124,441,310,10012,0
59,398,-12991,9922,1026,-55,210,-789,30,520,353,10014,0
60,360,-12973,9951,986,-108,214,-855,-45,619,405,9985,0
61,313,-12953,9983,940,-96,215,-911,-77,750,459,10124,0
62,256,-12931,10019,885,-125,193,-958,-103,901,512,9988,0
63,185,-12906,10059,820,-206,201,-942,-160,1079,568,10000,0
64,96,-12878,10101,749,-146,167,-1004,-278,1271,619,10000,0
65,15,12848,-10144,-673,-187,94,-947,-440,1462,660,10114,0
66,149,12816,-10189,-595,-228,19,-836,-637,1651,706,9971,0
67,288,12781,-10235,-503,-230,-27,-824,-581,1818,731,10036,0
68,427,12744,-10280,-396,-230,-27,-824,-473,1942,740,10020,0
69,552,12708,-10323,-267,-264,-39,-798,-187,2049,721,10097,0
70,666,12673,-10362,-116,-297,-51,-746,74,2159,695,9918,0
71,778,12638,-10398,50,-327,-69,-724,197,2281,658,10080,0
# GESTURE_END
