# GESTURE_START label=4 caster=lucky rep=6 nsamples=56 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,7296,-298,-14643,-832,8,24,96,141,88,-24,9998,0
1,7302,-295,-14640,-831,6,48,111,29,80,-21,10000,0
2,7307,-297,-14637,-836,7,78,130,-65,67,-9,9997,0
3,7311,-302,-14635,-843,2,131,152,-98,54,15,10010,0
4,7314,-311,-14633,-852,-3,143,148,-145,31,50,9990,0
5,7314,-325,-14632,-861,-4,129,127,-166,1,100,10002,0
6,7314,-339,-14631,-862,-1,83,113,-76,3,143,10000,0
7,7317,-347,-14631,-847,38,10,114,117,24,158,10001,0
8,7321,-351,-14630,-827,26,43,127,181,39,145,10000,0
9,7324,-361,-14629,-819,5,83,162,31,28,147,10000,0
10,7325,-377,-14627,-818,-2,124,189,-75,12,168,10005,0
11,7325,-394,-14628,-811,-22,145,194,-14,-16,213,9995,0
12,7324,-406,-14629,-784,-11,104,186,220,-33,267,10007,0
13,7324,-412,-14632,-736,3,68,168,460,-29,302,9995,0
14,7322,-425,-14634,-703,1,11,197,276,-45,308,10041,0
15,7317,-451,-14636,-695,-7,-15,228,-56,-76,303,10084,0
16,7310,-480,-14639,-697,-13,-41,277,-162,-107,289,10052,0
17,7300,-502,-14643,-687,-23,-52,330,-14,-135,267,10025,0
18,7286,-517,-14650,-669,-46,-58,422,105,-197,244,10053,0
19,7265,-531,-14661,-651,-49,-42,449,113,-283,222,9962,0
20,7235,-549,-14676,-642,-72,3,484,1,-395,205,10061,0
21,7195,-574,-14694,-649,-90,-2,424,-214,-525,201,9997,0
22,7147,-598,-14717,-651,-90,-29,405,-142,-623,206,9987,0
23,7094,-613,-14742,-634,-105,-62,383,-142,-623,206,10110,0
24,7039,-613,-14770,-588,-78,-95,358,85,-691,203,10000,0
25,6983,-601,-14800,-522,-57,-130,344,466,-729,195,9999,0
26,6924,-587,-14830,-459,-62,-92,365,731,-752,169,10004,0
27,6860,-584,-14861,-429,-76,-23,391,711,-784,128,10194,0
28,6786,-598,-14894,-436,-133,91,408,320,-842,84,10000,0
29,6706,-620,-14929,-454,-144,78,385,-160,-927,75,10012,0
30,6623,-641,-14965,-461,-143,56,349,-322,-1004,104,10035,0
31,6537,-660,-15002,-457,-140,27,318,-199,-1058,143,9918,0
32,6449,-676,-15040,-447,-131,-71,273,-65,-1089,170,10087,0
33,6360,-689,-15077,-430,-121,-131,268,-9,-1115,176,10025,0
34,6270,-696,-15115,-409,-99,-177,285,86,-1125,162,9970,0
35,6177,-700,-15154,-397,-102,-153,324,159,-1138,122,10008,0
36,6076,-708,-15194,-408,-153,-9,395,74,-1174,54,10102,0
37,5969,-720,-15235,-435,-142,43,407,-184,-1242,-11,10031,0
38,5855,-735,-15277,-467,-160,122,404,-381,-1320,-33,10000,0
39,5732,-757,-15321,-510,-221,249,366,-453,-1395,-33,10000,0
40,5604,-786,-15366,-551,-193,209,333,-603,-1482,-3,10113,0
41,5474,-811,-15411,-564,-173,150,314,-612,-1557,68,10000,0
42,5344,-829,-15456,-547,-163,108,297,-297,-1591,145,10007,0
43,5212,-846,-15501,-524,-156,78,264,54,-1598,183,9996,0
44,5079,-863,-15545,-496,-155,71,257,127,-1630,200,10096,0
45,4946,-879,-15588,-462,-141,102,230,186,-1642,215,9998,0
46,4813,-897,-15629,-438,-182,292,210,243,-1640,218,9992,0
47,4680,-926,-15668,-436,-182,373,228,138,-1632,218,9997,0
48,4544,-972,-15704,-474,-188,414,230,-155,-1608,250,10111,0
49,4400,-1040,-15738,-557,-207,437,235,-641,-1612,321,10005,0
50,4252,-1114,-15771,-625,-252,374,211,-1222,-1671,414,9999,0
51,4107,-1179,-15805,-611,-235,275,168,-1088,-1725,533,10049,0
52,3966,-1238,-15839,-533,-219,169,118,-142,-1745,676,10068,0
53,3823,-1298,-15873,-437,-198,64,80,602,-1762,786,10029,0
54,3676,-1361,-15905,-342,-182,-99,-13,789,-1805,857,9971,0
55,3525,-1427,-15934,-265,-164,-143,-71,770,-1839,890,10000,0
# GESTURE_END
