# GESTURE_START label=1 caster=lucky rep=17 nsamples=103 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,2565,10776,-8417,-8654,-271,-846,-1996,-195,-843,-2303,10000,0
1,2443,10854,-8275,-8728,-229,-700,-1986,-232,-551,-2420,10000,0
2,2332,10948,-8120,-8787,-192,-607,-1968,-284,-255,-2521,10005,0
3,2232,11056,-7953,-8830,-158,-505,-1929,-336,37,-2606,9995,0
4,2143,11177,-7774,-8858,-126,-384,-1875,-385,320,-2673,10000,0
5,2062,11310,-7589,-8870,-66,-151,-1752,-387,578,-2714,10000,0
6,1984,11453,-7403,-8862,-31,-8,-1679,-289,805,-2724,10000,0
7,1903,11602,-7223,-8834,1,140,-1604,-117,990,-2699,10003,0
8,1822,11755,-7051,-8788,55,414,-1486,30,1146,-2632,9997,0
9,1744,11908,-6887,-8728,79,544,-1438,123,1276,-2529,10000,0
10,1673,12059,-6732,-8654,99,666,-1400,190,1389,-2381,10006,0
11,1611,12206,-6590,-8569,128,763,-1372,236,1491,-2189,10052,0
12,1562,12348,-6460,-8474,174,861,-1319,244,1603,-1967,10037,0
13,1527,12484,-6343,-8367,194,887,-1277,239,1718,-1725,10097,0
14,1509,12616,-6242,-8249,206,901,-1228,233,1840,-1468,10055,0
15,1506,12742,-6155,-8120,191,885,-1132,224,1961,-1211,9949,0
16,1519,12862,-6082,-7981,171,868,-1069,198,2074,-953,10037,0
17,1548,12977,-6023,-7832,165,832,-1002,161,2192,-698,10047,0
18,1596,13087,-5977,-7675,158,784,-940,92,2294,-456,10014,0
19,1661,13190,-5941,-7511,136,671,-829,20,2391,-225,9998,0
20,1740,13287,-5917,-7339,128,609,-758,20,2391,-225,10098,0
21,1833,13378,-5901,-7160,106,545,-682,-36,2476,-15,10002,0
22,1937,13464,-5895,-6975,71,404,-529,-90,2556,175,10000,0
23,2053,13544,-5897,-6784,59,316,-449,-131,2625,351,10001,0
24,2178,13617,-5904,-6590,41,235,-371,-186,2683,510,10197,0
25,2310,13683,-5916,-6394,21,162,-292,-251,2711,642,10000,0
26,2445,13742,-5932,-6198,31,34,-152,-292,2718,755,10012,0
27,2584,13795,-5952,-6003,34,-34,-84,-315,2707,843,10000,0
28,2728,13840,-5973,-5812,31,-90,-25,-357,2671,916,10007,0
29,2870,13878,-5996,-5625,21,-131,22,-421,2614,968,10020,0
30,3005,13911,-6023,-5442,67,-192,101,-432,2530,1003,10000,0
31,3130,13939,-6056,-5262,55,-231,137,-375,2440,1035,10027,0
32,3247,13961,-6093,-5086,61,-266,164,-277,2338,1064,9972,0
33,3358,13978,-6133,-4916,80,-343,192,-208,2230,1091,10115,0
34,3465,13989,-6176,-4752,74,-379,205,-183,2124,1114,10000,0
