# GESTURE_START label=1 caster=lucky rep=14 nsamples=113 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,4034,12225,-9561,-3361,-639,-1307,266,-1284,-2801,75,10365,0
1,3972,12150,-9589,-3619,-652,-1306,151,-1358,-2892,-135,10022,0
2,3915,12076,-9597,-3893,-722,-1318,-88,-1548,-2956,-344,10044,0
3,3860,12006,-9587,-4181,-718,-1324,-223,-1708,-2986,-558,9876,0
4,3803,11941,-9558,-4475,-699,-1339,-350,-1758,-2990,-773,9994,0
5,3737,11884,-9514,-4767,-676,-1342,-469,-1713,-2967,-981,9856,0
6,3662,11836,-9454,-5055,-675,-1297,-674,-1624,-2925,-1188,10017,0
7,3574,11797,-9382,-5335,-638,-1273,-787,-1494,-2875,-1379,9826,0
8,3470,11769,-9301,-5601,-670,-1215,-879,-1273,-2805,-1548,10000,0
9,3350,11751,-9213,-5852,-676,-1100,-1011,-1045,-2728,-1700,10000,0
10,3219,11740,-9117,-6093,-658,-1046,-1101,-898,-2667,-1836,10000,0
11,3081,11735,-9013,-6326,-629,-989,-1201,-822,-2604,-1956,10000,0
12,2941,11734,-8898,-6553,-600,-960,-1331,-797,-2530,-2067,10000,0
13,2793,11739,-8777,-6768,-573,-848,-1559,-670,-2427,-2165,10000,0
14,2633,11752,-8654,-6964,-531,-788,-1668,-452,-2317,-2241,10000,0
15,2461,11771,-8534,-7141,-506,-710,-1787,-209,-2191,-2294,10003,0
16,2278,11800,-8418,-7291,-395,-605,-1992,88,-2007,-2319,10003,0
17,2094,11836,-8301,-7420,-336,-568,-2090,219,-1794,-2334,9995,0
18,1923,11879,-8177,-7534,-275,-556,-2171,173,-1540,-2357,10014,0
19,1771,11933,-8040,-7632,-221,-525,-2233,50,-1230,-2400,10000,0
20,1636,12000,-7891,-7712,-116,-412,-2275,-32,-889,-2460,10002,0
21,1517,12082,-7732,-7770,-76,-320,-2266,-84,-530,-2523,9997,0
22,1407,12178,-7566,-7804,-40,-215,-2226,-62,-183,-2576,10000,0
23,1304,12288,-7399,-7811,-9,-95,-2162,36,164,-2596,10001,0
24,1207,12408,-7233,-7791,24,159,-1997,139,481,-2587,9999,0
25,1122,12537,-7067,-7750,47,281,-1921,155,769,-2540,10000,0
26,1053,12670,-6902,-7691,76,391,-1856,113,1040,-2456,10001,0
27,999,12807,-6741,-7614,82,580,-1725,89,1291,-2339,10000,0
28,959,12946,-6589,-7517,76,665,-1646,96,1532,-2187,10000,0
29,930,13084,-6447,-7403,73,734,-1553,138,1745,-2008,9999,0
30,913,13221,-6319,-7271,74,784,-1456,178,1935,-1812,9999,0
31,906,13356,-6205,-7124,101,845,-1262,221,2106,-1607,10002,0
32,911,13486,-6102,-6963,95,873,-1164,225,2254,-1408,9998,0
33,931,13612,-6011,-6793,88,891,-1067,168,2387,-1206,10001,0
34,968,13733,-5929,-6615,80,901,-920,87,2502,-998,10000,0
35,1021,13847,-5859,-6429,67,890,-847,14,2601,-785,10000,0
36,1089,13954,-5800,-6236,36,868,-772,-48,2695,-567,10002,0
