# GESTURE_START label=1 caster=lucky rep=3 nsamples=53 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,106,-15794,3980,1770,2,-79,-64,434,-74,103,9986,0
1,143,-15792,3990,1764,2,-78,-82,453,-37,75,10011,0
2,175,-15790,3998,1757,-7,-73,-90,373,-20,49,9989,0
3,198,-15790,4002,1752,-23,-69,-98,281,-11,21,10001,0
4,231,-15789,4006,1743,-28,-66,-109,403,15,-1,9999,0
5,274,-15790,4008,1727,-18,-67,-115,521,49,-25,10000,0
6,316,-15791,4009,1709,-13,-49,-113,514,83,-50,10000,0
7,342,-15792,4007,1693,-16,-20,-97,338,107,-60,10000,0
8,342,-15795,4002,1682,-24,26,-65,23,131,-62,10014,0
9,313,-15798,3995,1676,-42,31,-59,-309,147,-53,10071,0
10,273,-15800,3989,1672,-36,32,-65,-448,153,-31,10044,0
11,242,-15802,3987,1666,-37,26,-90,-324,161,-2,10024,0
12,220,-15803,3987,1656,0,-23,-114,-217,172,27,10049,0
13,210,-15805,3989,1641,0,-56,-119,-71,203,31,10052,0
14,215,-15806,3992,1617,5,-78,-126,129,247,18,9960,0
15,228,-15808,3994,1589,12,-92,-116,226,285,-8,10049,0
16,242,-15811,3994,1557,-1,-91,-117,240,314,-37,10023,0
17,252,-15816,3990,1524,-10,-87,-115,198,343,-72,10000,0
18,251,-15820,3983,1493,-17,-83,-120,198,343,-72,10024,0
19,238,-15826,3972,1463,14,-51,-124,69,357,-97,10071,0
20,214,-15832,3960,1436,-20,-43,-83,-68,367,-120,10002,0
21,178,-15838,3946,1410,7,27,-131,-215,377,-137,10001,0
22,151,-15844,3933,1382,22,48,-113,-334,393,-141,9987,0
23,114,-15849,3922,1358,2,30,-46,-246,395,-136,10167,0
24,104,-15854,3915,1328,-5,14,-40,-356,372,-101,10047,0
25,114,-15857,3911,1294,-8,-5,-41,-29,375,-84,10037,0
26,138,-15860,3909,1261,2,-20,-54,200,353,-69,9968,0
27,171,-15862,3908,1230,-2,-22,-64,356,303,-54,10029,0
28,206,-15864,3908,1202,-15,-6,-66,456,255,-43,10004,0
29,236,-15866,3908,1179,-25,9,-68,468,217,-44,10000,0
30,252,-15867,3907,1163,-35,59,-47,394,176,-37,9996,0
31,253,-15867,3908,1155,-50,68,-36,225,132,-23,10144,0
32,243,-15867,3911,1152,-65,64,-46,34,92,3,10001,0
33,237,-15865,3918,1151,-52,10,-110,-101,57,43,10007,0
34,243,-15863,3929,1148,-45,-10,-159,-58,27,88,9999,0
35,260,-15860,3942,1139,-37,-26,-191,90,25,127,10016,0
36,275,-15857,3955,1128,-44,-45,-211,221,47,139,10077,0
37,290,-15855,3968,1111,-16,-88,-255,205,86,138,9989,0
38,311,-15853,3980,1086,-15,-110,-244,232,149,131,10006,0
39,333,-15852,3990,1054,-20,-128,-218,307,218,120,10000,0
40,358,-15852,3998,1012,-18,-133,-187,345,302,92,10124,0
41,389,-15854,4002,963,-61,-120,-133,407,392,57,10005,0
42,424,-15856,4003,908,-35,-119,-118,482,466,15,9996,0
43,465,-15859,4000,847,-28,-145,-81,544,521,-37,9984,0
44,522,-15862,3996,776,-13,-247,36,630,571,-81,10103,0
45,642,-15863,3990,682,-21,-167,9,842,625,-119,10012,0
46,792,-15864,3977,579,-18,-79,14,1601,716,-168,10018,0
47,893,-15866,3957,493,-73,-37,59,1957,729,-269,10011,0
48,973,-15869,3934,415,-7,-29,104,1372,664,-320,10086,0
49,1056,-15872,3911,338,-9,-15,127,1097,635,-333,10030,0
50,1143,-15873,3886,262,-4,3,140,1133,618,-351,9971,0
51,1232,-15874,3861,189,22,69,159,1173,590,-359,10005,0
52,1316,-15873,3838,121,16,103,163,1199,554,-351,10014,0
# GESTURE_END
