# GESTURE_START label=1 caster=lucky rep=16 nsamples=114 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,9005,2130,-13267,-2609,-1357,-671,-203,-276,-3380,379,10000,0
1,8764,2051,-13430,-2657,-1400,-672,-220,-285,-3511,238,10002,0
2,8510,1978,-13592,-2714,-1442,-663,-234,-322,-3624,99,9999,0
3,8246,1907,-13749,-2786,-1526,-642,-284,-445,-3719,-44,9999,0
4,7973,1836,-13899,-2881,-1558,-653,-294,-672,-3785,-187,10000,0
5,7695,1763,-14040,-3000,-1587,-672,-318,-937,-3828,-342,10000,0
6,7411,1690,-14169,-3147,-1587,-698,-353,-1228,-3851,-516,10004,0
7,7123,1619,-14284,-3320,-1624,-759,-462,-1499,-3841,-703,9996,0
8,6834,1557,-14385,-3516,-1624,-807,-505,-1724,-3796,-915,10000,0
9,6545,1506,-14471,-3733,-1603,-841,-555,-1914,-3714,-1154,10000,0
10,6256,1470,-14538,-3971,-1624,-851,-705,-2107,-3605,-1418,10006,0
11,5972,1451,-14587,-4229,-1599,-832,-791,-2297,-3453,-1696,9994,0
12,5696,1452,-14615,-4502,-1595,-805,-880,-2447,-3240,-1960,10001,0
13,5431,1474,-14624,-4785,-1559,-774,-965,-2530,-2990,-2194,10000,0
14,5179,1516,-14614,-5073,-1572,-687,-1114,-2577,-2713,-2398,9999,0
15,4944,1579,-14586,-5361,-1519,-665,-1177,-2591,-2406,-2569,10014,0
16,4727,1660,-14539,-5651,-1478,-634,-1241,-2642,-2085,-2718,9991,0
17,4533,1756,-14472,-5947,-1426,-596,-1299,-2761,-1737,-2833,10007,0
18,4363,1866,-14382,-6251,-1335,-451,-1435,-2919,-1357,-2912,10009,0
19,4224,1988,-14269,-6559,-1311,-405,-1475,-3067,-936,-2950,9994,0
20,4117,2121,-14135,-6870,-1268,-373,-1481,-3200,-492,-2955,10002,0
21,4044,2264,-13976,-7186,-1134,-313,-1464,-3399,-47,-2933,10035,0
22,4005,2414,-13792,-7507,-1132,-286,-1450,-3617,384,-2894,10050,0
23,3998,2572,-13584,-7830,-1132,-258,-1382,-3780,811,-2840,10050,0
24,4022,2736,-13354,-8151,-1090,-227,-1291,-3938,1201,-2756,10049,0
25,4074,2899,-13102,-8471,-1080,-192,-1065,-4100,1523,-2642,10058,0
26,4147,3062,-12836,-8781,-1071,-226,-990,-4139,1775,-2503,9951,0
27,4234,3223,-12562,-9074,-1058,-288,-939,-4067,1964,-2365,10052,0
28,4332,3384,-12284,-9345,-1033,-451,-913,-3926,2106,-2247,10029,0
29,4432,3549,-12009,-9591,-1041,-511,-948,-3679,2219,-2177,10005,0
30,4535,3723,-11737,-9810,-1051,-554,-974,-3408,2348,-2149,10001,0
31,4637,3908,-11470,-10005,-1036,-597,-978,-3408,2348,-2149,10050,0
32,4735,4105,-11212,-10171,-1040,-555,-973,-3141,2466,-2147,10046,0
33,4825,4317,-10968,-10306,-1031,-484,-1000,-2787,2569,-2165,10007,0
34,4912,4540,-10736,-10414,-1027,-389,-1019,-2374,2661,-2183,9992,0
35,5001,4767,-10506,-10503,-1029,-289,-1018,-2034,2753,-2167,10194,0
36,5099,4993,-10273,-10582,-926,-61,-994,-1864,2854,-2112,10010,0
37,5209,5213,-10033,-10652,-871,56,-987,-1841,2958,-2017,10007,0
38,5336,5423,-9786,-10713,-837,152,-975,-1895,3063,-1869,10001,0
39,5485,5619,-9531,-10767,-839,241,-935,-1984,3162,-1664,9999,0
40,5654,5800,-9271,-10811,-759,266,-930,-2133,3261,-1409,10032,0
41,5843,5965,-9008,-10842,-688,264,-911,-2250,3348,-1129,10004,0
42,6050,6114,-8745,-10862,-648,263,-875,-2318,3418,-840,10020,0
43,6270,6247,-8488,-10865,-640,279,-765,-2399,3457,-552,9969,0
44,6496,6367,-8247,-10848,-637,297,-737,-2368,3458,-264,10052,0
45,6726,6472,-8029,-10810,-611,303,-720,-2213,3413,39,10095,0
46,6958,6562,-7833,-10752,-578,304,-708,-2004,3317,343,9999,0
47,7190,6641,-7663,-10673,-569,302,-715,-1789,3197,637,10001,0
48,7422,6708,-7515,-10577,-537,290,-737,-1538,3079,917,10000,0
49,7658,6761,-7384,-10467,-521,287,-773,-1356,2960,1185,10090,0
50,7900,6799,-7264,-10345,-531,257,-825,-1226,2856,1439,10007,0
51,8152,6822,-7148,-10215,-554,222,-851,-1204,2774,1671,10000,0
52,8413,6828,-7036,-10076,-570,187,-882,-1258,2724,1896,9989,0
53,8678,6823,-6929,-9928,-573,126,-887,-1326,2673,2099,10124,0
54,8941,6812,-6835,-9766,-552,59,-884,-1328,2628,2281,9992,0
55,9198,6801,-6757,-9588,-574,47,-878,-1200,2569,2437,10012,0
56,9444,6794,-6698,-9393,-608,25,-838,-985,2509,2567,9993,0
57,9679,6793,-6657,-9180,-604,-55,-738,-699,2453,2684,10068,0
58,9902,6797,-6634,-8955,-562,-103,-686,-394,2390,2782,10085,0
59,10113,6801,-6623,-8720,-519,-128,-648,-139,2312,2858,9967,0
60,10315,6801,-6620,-8483,-489,-150,-598,47,2211,2897,10002,0
61,10512,6790,-6618,-8249,-430,-179,-518,119,2109,2921,10117,0
62,10706,6764,-6614,-8021,-413,-187,-482,62,1993,2925,10019,0
63,10896,6721,-6610,-7800,-408,-207,-443,-84,1869,2924,9979,0
64,11079,6667,-6612,-7585,-379,-286,-357,-218,1729,2926,9997,0
65,11250,6606,-6625,-7373,-360,-345,-322,-269,1560,2927,10040,0
66,11401,6549,-6656,-7160,-360,-391,-269,-224,1373,2916,10081,0
67,11528,6503,-6711,-6943,-368,-418,-235,-8,1152,2893,10031,0
68,11631,6467,-6790,-6725,-314,-437,-207,337,920,2855,9968,0
69,11714,6436,-6887,-6509,-313,-446,-192,654,673,2809,10053,0
70,11782,6402,-6995,-6300,-310,-456,-172,864,439,2754,10095,0
71,11841,6356,-7111,-6104,-284,-490,-215,917,227,2700,9970,0
72,11894,6294,-7230,-5924,-286,-523,-253,838,17,2642,10020,0
73,11938,6221,-7354,-5756,-305,-546,-282,658,-189,2580,9989,0
74,11966,6152,-7490,-5594,-331,-525,-311,575,-382,2510,10140,0
75,11980,6089,-7636,-5436,-346,-489,-397,682,-562,2430,9984,0
76,11982,6026,-7789,-5282,-346,-502,-424,813,-725,2360,9992,0
77,11971,5969,-7950,-5128,-366,-510,-418,879,-861,2304,10008,0
78,11943,5928,-8124,-4967,-412,-486,-399,1011,-979,2262,10032,0
79,11899,5899,-8308,-4799,-424,-449,-382,1310,-1095,2222,10099,0
80,11847,5866,-8498,-4634,-422,-460,-371,1542,-1209,2201,9979,0
81,11791,5821,-8688,-4477,-452,-456,-342,1547,-1317,2192,10021,0
82,11791,5821,-8688,-4477,-508,-471,-322,1421,-1418,2178,10096,0
83,11734,5760,-8876,-4334,-541,-503,-317,1202,-1519,2163,10009,0
84,11678,5678,-9062,-4208,-578,-542,-308,901,-1633,2148,9992,0
85,11620,5577,-9248,-4097,-625,-592,-285,664,-1756,2132,10000,0
86,11554,5469,-9438,-3993,-688,-650,-268,600,-1890,2105,10028,0
87,11473,5368,-9636,-3888,-712,-687,-238,749,-2035,2069,10105,0
