# GESTURE_START label=2 caster=lucky rep=0 nsamples=105 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,381,-10592,12397,1556,31,-265,-325,99,-855,191,10008,0
1,442,-10577,12403,1593,30,-219,-345,143,-832,117,9992,0
2,502,-10567,12404,1628,16,-172,-350,148,-794,41,10003,0
3,559,-10560,12403,1660,14,-126,-345,145,-743,-8,10004,0
4,617,-10556,12401,1683,2,-42,-324,226,-686,-33,9996,0
5,676,-10552,12400,1697,0,-13,-314,315,-631,-42,10000,0
6,732,-10547,12399,1709,5,2,-303,320,-582,-28,10005,0
7,782,-10541,12399,1722,7,0,-274,256,-537,-2,9995,0
8,823,-10535,12400,1738,2,-2,-270,171,-492,21,10053,0
9,858,-10527,12401,1758,19,-9,-272,84,-460,43,10050,0
10,884,-10519,12402,1783,26,-17,-278,-16,-422,65,10058,0
11,902,-10511,12404,1812,28,-35,-262,-104,-381,80,10049,0
12,916,-10502,12406,1838,26,-53,-241,-126,-327,91,9959,0
13,930,-10493,12410,1857,37,-69,-229,-44,-275,101,10052,0
14,949,-10484,12415,1866,38,-85,-203,74,-234,100,10053,0
15,970,-10475,12421,1867,38,-115,-161,165,-202,95,10004,0
16,992,-10467,12427,1863,39,-121,-150,206,-173,80,10000,0
17,1014,-10460,12432,1858,45,-124,-147,206,-173,80,10101,0
18,1031,-10455,12434,1856,48,-90,-136,218,-155,61,9996,0
19,1039,-10454,12434,1864,42,-76,-80,140,-144,35,10000,0
20,1039,-10453,12432,1876,15,-44,-53,-11,-126,10,10000,0
21,1045,-10452,12432,1881,20,-11,-38,-102,-97,-2,10033,0
22,1050,-10451,12432,1886,-7,21,32,-4,-83,-9,10175,0
23,1060,-10449,12433,1887,-8,22,36,-8,-83,-1,10003,0
24,1079,-10443,12437,1881,-4,20,10,64,-96,20,9987,0
25,1103,-10435,12443,1873,13,6,-60,194,-128,50,9928,0
26,1125,-10425,12450,1868,21,-7,-95,268,-154,78,10134,0
27,1143,-10414,12457,1868,19,-17,-123,219,-169,104,9984,0
28,1156,-10403,12465,1870,27,-18,-129,154,-161,127,9997,0
29,1162,-10393,12472,1877,9,-13,-133,97,-136,139,10032,0
30,1160,-10383,12479,1890,6,-18,-134,2,-109,142,10035,0
31,1153,-10373,12484,1911,3,-25,-140,-112,-95,147,10047,0
32,1147,-10363,12490,1930,17,-36,-194,-217,-98,152,10008,0
33,1146,-10352,12497,1941,28,-35,-222,-193,-91,155,9989,0
34,1145,-10342,12504,1951,31,-33,-240,-95,-84,155,10125,0
35,1142,-10334,12511,1957,30,-26,-259,-79,-69,147,10023,0
36,1140,-10325,12518,1959,37,-16,-308,-51,-24,134,9968,0
