# GESTURE_START label=2 caster=lucky rep=11 nsamples=81 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,2667,-11505,10888,3226,88,-152,-1062,6,242,-229,10058,0
1,2649,-11527,10877,3198,98,-130,-1117,10,391,-261,10045,0
2,2627,-11552,10868,3157,97,-104,-1123,68,552,-291,9964,0
3,2598,-11580,10861,3102,93,-76,-1121,120,715,-313,10046,0
4,2563,-11611,10856,3034,76,-19,-1108,163,882,-326,10012,0
5,2522,-11644,10853,2952,62,12,-1089,222,1047,-331,10007,0
6,2474,-11677,10854,2857,41,52,-1067,222,1047,-331,10093,0
7,2418,-11710,10858,2750,23,89,-1029,278,1216,-320,10000,0
8,2352,-11743,10865,2634,-5,158,-928,309,1384,-296,10000,0
9,2275,-11775,10877,2509,-43,181,-865,302,1548,-260,10000,0
10,2190,-11803,10894,2375,-79,197,-788,288,1698,-205,10011,0
11,2097,-11827,10916,2235,-110,206,-615,306,1840,-136,10195,0
12,1994,-11847,10942,2093,-148,196,-522,298,1960,-63,10000,0
13,1882,-11863,10971,1950,-174,178,-425,255,2049,14,10029,0
14,1760,-11875,11002,1810,-194,139,-326,186,2121,84,9971,0
15,1631,-11884,11033,1674,-201,66,-152,85,2176,143,10029,0
16,1497,-11890,11065,1542,-223,16,-71,-5,2199,187,10001,0
17,1367,-11893,11097,1409,-242,-28,-2,-62,2191,224,9998,0
18,1248,-11892,11128,1272,-256,-71,57,-20,2160,247,10018,0
19,1140,-11889,11158,1131,-257,-123,153,97,2113,253,10115,0
20,1042,-11885,11186,988,-267,-144,195,231,2056,248,9995,0
21,951,-11880,11211,846,-279,-165,239,340,1990,233,10012,0
22,861,-11875,11233,710,-292,-212,308,380,1925,211,9997,0
23,768,-11872,11250,584,-293,-262,339,329,1861,178,9999,0
24,672,-11871,11262,468,-286,-312,371,231,1800,140,10141,0
25,574,-11873,11269,362,-287,-359,400,121,1740,87,9970,0
26,477,-11880,11270,263,-304,-457,437,26,1673,20,10029,0
27,384,-11890,11265,169,-313,-504,454,-34,1599,-57,10002,0
28,299,-11905,11252,78,-328,-544,472,-34,1526,-143,10097,0
29,220,-11927,11231,-9,-334,-588,525,0,1442,-244,10027,0
30,145,-11954,11203,-91,-348,-612,549,28,1361,-353,9965,0
31,77,-11988,11167,-167,-352,-628,567,16,1273,-467,10004,0
32,18,-12028,11123,-239,-367,-629,584,20,1173,-586,10118,0
33,30,12074,-11071,307,-387,-631,621,73,1064,-700,10002,0
34,71,12126,-11012,368,-407,-634,633,130,947,-811,10022,0
35,107,12184,-10945,419,-425,-633,643,142,828,-919,9995,0
36,141,12248,-10871,459,-415,-639,668,112,710,-1029,10102,0
