# GESTURE_START label=2 caster=lucky rep=2 nsamples=102 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,1541,-12318,10447,2278,25,-17,224,-162,32,-253,10004,0
1,1535,-12334,10428,2284,23,-14,230,-153,-1,-266,9994,0
2,1531,-12350,10408,2293,23,-9,236,-151,-44,-277,10000,0
3,1528,-12365,10386,2306,8,-1,227,-166,-90,-283,10000,0
4,1528,-12381,10365,2322,0,5,219,-176,-134,-284,10001,0
5,1529,-12396,10342,2341,-2,0,211,-180,-172,-282,10006,0
6,1534,-12409,10321,2361,-6,-8,198,-145,-213,-278,9994,0
7,1545,-12422,10299,2381,-4,-6,192,-103,-256,-274,9999,0
8,1557,-12434,10277,2406,-4,-6,190,-123,-305,-271,10000,0
9,1568,-12445,10255,2435,-1,-14,183,-166,-346,-269,10000,0
10,1579,-12456,10232,2469,-2,-21,141,-198,-390,-265,10010,0
11,1594,-12466,10208,2507,3,-31,108,-198,-439,-264,9991,0
12,1613,-12476,10185,2544,4,-46,80,-148,-472,-263,10000,0
13,1638,-12484,10162,2578,14,-51,54,-69,-494,-265,9999,0
14,1666,-12492,10139,2611,23,-57,18,-43,-506,-275,10001,0
15,1692,-12501,10114,2647,19,-54,0,-90,-510,-287,10006,0
16,1710,-12512,10086,2688,8,-58,-29,-193,-504,-306,9993,0
17,1719,-12525,10056,2735,-6,-70,-92,-334,-494,-325,10000,0
18,1718,-12541,10021,2788,-20,-74,-123,-467,-476,-353,10001,0
19,1712,-12559,9984,2843,-12,-76,-168,-540,-450,-377,10000,0
20,1704,-12579,9946,2897,-3,-102,-186,-546,-423,-394,9999,0
21,1695,-12599,9907,2947,26,-49,-268,-532,-385,-401,10001,0
22,1676,-12620,9867,3001,29,-46,-295,-659,-358,-397,9999,0
23,1652,-12641,9827,3058,15,-7,-340,-719,-336,-388,10001,0
24,1620,-12661,9787,3118,11,46,-487,-810,-321,-361,10005,0
25,1586,-12680,9749,3180,12,69,-579,-837,-313,-319,9994,0
26,1558,-12694,9716,3236,0,81,-692,-724,-321,-273,10000,0
27,1545,-12704,9690,3282,-27,102,-820,-499,-322,-221,10003,0
28,1552,-12708,9672,3314,-26,112,-1065,-207,-348,-166,9996,0
29,1586,-12706,9665,3325,-31,144,-1236,218,-345,-110,10003,0
30,1644,-12697,9670,3316,-25,141,-1378,600,-324,-45,10044,0
31,1723,-12683,9688,3279,-37,217,-1737,1024,-222,29,10052,0
32,1806,-12665,9716,3221,9,173,-1843,1219,-58,114,10050,0
33,1880,-12646,9753,3141,-1,174,-1980,1320,212,187,10054,0
34,1934,-12630,9795,3040,-1,140,-2062,1298,552,238,10050,0
35,1965,-12618,9843,2913,-63,87,-2102,1262,956,270,9961,0
36,1968,-12611,9894,2761,-129,89,-2034,1203,1388,284,10050,0
37,1943,-12610,9949,2584,-205,92,-1907,1113,1822,298,10011,0
38,1889,-12612,10005,2386,-280,98,-1742,1011,2225,310,10007,0
39,1811,-12617,10063,2169,-420,104,-1300,1011,2225,310,10024,0
40,1712,-12621,10122,1939,-466,109,-1050,928,2563,326,10081,0
41,1593,-12624,10179,1704,-501,123,-792,837,2832,347,10025,0
42,1452,-12625,10235,1472,-540,166,-283,694,3023,368,9967,0
43,1288,-12623,10289,1255,-561,169,-47,476,3137,400,10032,0
44,1101,-12615,10342,1061,-604,157,181,165,3171,450,10166,0
45,896,-12601,10395,893,-601,113,378,-197,3134,517,10000,0
