# GESTURE_START label=2 caster=lucky rep=8 nsamples=88 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,2526,-11234,11098,3562,28,-171,-782,-169,-353,-65,10000,0
1,2525,-11240,11083,3592,25,-176,-798,-291,-241,-113,10000,0
2,2513,-11252,11063,3620,32,-177,-839,-382,-141,-168,10000,0
3,2498,-11269,11042,3643,52,-184,-849,-384,-57,-220,10007,0
4,2484,-11289,11021,3657,49,-163,-875,-304,14,-264,9993,0
5,2479,-11309,11002,3652,6,-114,-867,-84,95,-300,10000,0
6,2478,-11331,10987,3634,18,0,-927,43,181,-319,10000,0
7,2468,-11354,10970,3616,15,5,-913,-22,257,-317,10007,0
8,2452,-11378,10957,3592,29,36,-1005,-22,351,-296,9993,0
9,2430,-11403,10947,3559,29,47,-984,20,476,-270,10000,0
10,2403,-11427,10941,3517,51,73,-986,47,595,-241,10000,0
11,2369,-11452,10938,3468,49,90,-972,59,720,-210,10000,0
12,2328,-11477,10940,3409,27,96,-957,78,857,-174,10000,0
13,2281,-11500,10946,3341,-1,104,-955,127,982,-132,10000,0
14,2234,-11521,10959,3257,-44,116,-936,258,1107,-83,10000,0
15,2189,-11539,10978,3158,-68,121,-916,423,1222,-33,10007,0
16,2145,-11553,11004,3046,-88,96,-898,541,1335,27,10000,0
17,2095,-11565,11034,2922,-97,18,-835,600,1461,74,10038,0
18,2037,-11577,11066,2792,-132,-18,-786,587,1588,96,10055,0
19,1968,-11590,11098,2658,-153,-46,-728,528,1708,95,10046,0
20,1888,-11606,11128,2521,-174,-97,-610,454,1816,79,10052,0
21,1800,-11623,11155,2379,-198,-107,-536,417,1914,53,10056,0
22,1709,-11642,11180,2232,-228,-98,-458,429,1996,30,9962,0
23,1615,-11661,11204,2078,-249,-103,-375,454,2060,2,10048,0
24,1520,-11681,11225,1919,-235,-117,-177,488,2110,-24,10031,0
25,1423,-11701,11243,1758,-252,-119,-75,478,2143,-56,10000,0
26,1322,-11723,11256,1600,-267,-125,25,414,2150,-91,10001,0
27,1216,-11745,11265,1447,-280,-139,121,414,2150,-91,10085,0
28,1111,-11768,11271,1300,-287,-156,266,326,2134,-125,10011,0
29,1011,-11790,11273,1154,-299,-157,337,286,2086,-153,10001,0
30,919,-11811,11273,1010,-300,-148,404,309,2023,-178,10036,0
31,833,-11831,11270,871,-287,-143,538,366,1945,-198,10162,0
32,749,-11850,11265,738,-272,-148,602,379,1862,-211,10007,0
33,666,-11868,11259,616,-254,-165,651,341,1782,-216,10001,0
34,583,-11884,11252,505,-232,-202,692,265,1692,-216,10008,0
35,504,-11900,11243,402,-194,-271,738,167,1596,-206,9978,0
36,433,-11915,11234,304,-196,-300,757,144,1490,-204,10044,0
