# GESTURE_START label=2 caster=lucky rep=7 nsamples=84 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,2140,-11907,10423,3666,50,0,-652,163,-371,134,9989,0
1,2157,-11897,10427,3678,37,11,-665,124,-306,105,10010,0
2,2168,-11891,10428,3688,30,26,-709,87,-240,73,10000,0
3,2171,-11888,10428,3696,8,21,-749,23,-179,48,10029,0
4,2170,-11887,10428,3700,3,10,-793,-27,-102,24,9999,0
5,2166,-11888,10428,3697,8,-3,-834,-33,-25,10,10000,0
6,2155,-11894,10427,3688,0,-19,-910,-14,65,-9,10001,0
7,2134,-11903,10425,3677,13,-15,-920,-42,165,-27,10116,0
8,2101,-11916,10422,3662,17,-37,-985,-115,269,-48,10036,0
9,2062,-11933,10419,3639,26,11,-1014,-195,394,-63,9968,0
10,2022,-11951,10417,3607,35,-32,-1055,-187,513,-80,9996,0
11,1983,-11969,10420,3559,-11,-13,-1076,-128,617,-87,10115,0
12,1942,-11990,10425,3498,5,-1,-1096,9,740,-87,10011,0
13,1897,-12011,10431,3428,-21,20,-1161,89,867,-90,9990,0
14,1846,-12034,10441,3345,-45,37,-1175,116,996,-85,10010,0
15,1791,-12057,10454,3251,-58,43,-1188,172,1136,-73,10026,0
16,1731,-12081,10470,3142,-68,39,-1198,225,1281,-54,10091,0
17,1670,-12104,10491,3014,-110,70,-1185,307,1440,-34,10029,0
18,1600,-12128,10514,2871,-131,95,-1136,434,1619,-16,9975,0
19,1516,-12152,10540,2718,-177,124,-1069,487,1817,6,10006,0
20,1415,-12175,10568,2556,-235,155,-888,435,2016,40,10122,0
21,1300,-12195,10599,2385,-273,166,-764,369,2213,91,9997,0
22,1172,-12212,10632,2210,-300,167,-622,326,2385,151,10019,0
23,1028,-12226,10666,2034,-327,161,-465,253,2528,212,10000,0
24,871,-12235,10701,1862,-351,128,-160,113,2643,269,9988,0
25,708,-12239,10737,1692,-376,106,-3,-19,2709,328,10114,0
26,549,-12237,10774,1522,-404,80,149,-69,2724,391,10021,0
27,398,-12228,10813,1353,-411,7,425,-44,2690,448,9979,0
28,259,-12213,10853,1187,-410,-38,547,27,2611,501,10009,0
29,133,-12194,10894,1027,-404,-84,656,107,2491,542,10050,0
30,18,-12171,10933,878,-400,-140,744,178,2333,572,10053,0
31,88,12146,-10970,-745,-370,-287,831,185,2150,582,10036,0
32,187,12121,-11004,-626,-369,-365,847,140,1955,578,9964,0
33,278,12098,-11033,-524,-355,-451,854,88,1764,543,10117,0
34,360,12078,-11057,-433,-311,-574,859,23,1574,484,10033,0
35,428,12063,-11073,-350,-311,-611,855,12,1396,402,9996,0
36,481,12054,-11083,-273,-317,-635,873,67,1226,297,9976,0
37,524,12050,-11086,-204,-298,-673,875,157,1069,190,10024,0
38,559,12053,-11083,-146,-314,-777,808,166,918,85,10116,0
39,586,12062,-11072,-94,-314,-819,773,161,772,-23,10000,0
40,611,12078,-11054,-53,-331,-858,737,173,650,-137,9987,0
41,640,12101,-11027,-26,-363,-903,702,116,553,-263,10000,0
42,673,12133,-10990,-10,-406,-988,646,-25,474,-400,10129,0
