# GESTURE_START label=2 caster=lucky rep=9 nsamples=112 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,1242,-8399,13912,-1670,24,22,70,300,-64,267,10001,0
1,1256,-8378,13923,-1677,38,50,67,156,-64,283,10000,0
2,1256,-8358,13938,-1658,39,77,73,-178,-80,305,9999,0
3,1245,-8336,13957,-1614,43,96,62,-499,-96,350,10005,0
4,1226,-8312,13979,-1558,45,90,53,-675,-100,398,9996,0
5,1204,-8284,14004,-1493,36,77,44,-770,-109,448,9999,0
6,1182,-8254,14031,-1427,16,54,46,-782,-120,494,10001,0
7,1167,-8220,14058,-1368,6,5,41,-665,-137,530,10000,0
8,1162,-8182,14085,-1321,7,-29,40,-492,-159,562,10000,0
9,1170,-8141,14111,-1295,24,-61,27,-207,-169,583,10000,0
10,1191,-8097,14135,-1291,50,-110,-9,99,-178,594,10004,0
11,1212,-8054,14158,-1284,51,-111,-19,67,-186,586,9995,0
12,1222,-8015,14182,-1254,44,-112,-30,-232,-207,571,9998,0
13,1218,-7978,14208,-1197,38,-115,-37,-585,-237,552,10035,0
14,1208,-7945,14234,-1124,39,-142,-49,-781,-252,535,10054,0
15,1197,-7913,14258,-1051,49,-154,-41,-789,-257,513,10055,0
16,1188,-7882,14280,-982,37,-159,-27,-727,-256,484,10060,0
17,1187,-7853,14301,-926,35,-157,-2,-562,-261,455,10049,0
18,1196,-7824,14318,-885,4,-137,44,-354,-280,426,9960,0
19,1212,-7796,14334,-851,0,-142,92,-242,-322,413,10056,0
20,1235,-7768,14349,-820,-35,-140,184,-175,-372,401,10016,0
21,1256,-7743,14364,-770,-16,-187,140,-377,-462,392,9996,0
22,1276,-7720,14378,-702,-14,-197,136,-377,-462,392,10103,0
23,1296,-7702,14389,-620,-31,-192,167,-565,-544,373,10034,0
24,1315,-7688,14399,-509,-51,-163,180,-706,-636,334,9966,0
25,1344,-7677,14406,-387,-116,-74,174,-1019,-782,298,9998,0
26,1402,-7661,14411,-286,-149,-93,105,-1079,-943,279,10198,0
27,1508,-7635,14416,-245,-151,-151,-48,-693,-1124,297,10000,0
28,1659,-7596,14419,-266,-141,-296,-426,178,-1291,356,10014,0
29,1838,-7549,14421,-331,-125,-377,-617,1070,-1416,416,9994,0
30,2025,-7499,14420,-416,-92,-432,-787,1672,-1463,443,10049,0
31,2191,-7454,14417,-478,-61,-454,-934,1928,-1432,441,9993,0
32,2321,-7421,14413,-490,-31,-537,-1111,1571,-1354,399,10002,0
33,2421,-7397,14409,-477,-6,-587,-1185,863,-1249,342,10021,0
34,2508,-7380,14403,-474,20,-614,-1248,431,-1093,275,9975,0
35,2581,-7370,14395,-488,27,-594,-1252,453,-897,176,10114,0
36,2643,-7365,14385,-526,33,-540,-1226,538,-684,59,9995,0
37,2693,-7365,14373,-585,40,-479,-1186,729,-451,-50,9996,0
38,2725,-7373,14361,-644,35,-409,-1140,856,-226,-154,10031,0
39,2743,-7385,14348,-709,36,-278,-1016,754,-45,-241,10115,0
40,2746,-7398,14337,-778,23,-222,-949,733,134,-299,9986,0
41,2730,-7415,14328,-834,19,-191,-892,695,299,-326,10016,0
42,2698,-7434,14322,-881,24,-201,-850,460,429,-340,9977,0
