# GESTURE_START label=0 caster=lucky rep=33 nsamples=68 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,1088,-5267,-15344,2019,-817,63,95,-449,3826,-750,9976,0
1,1399,-5257,-15342,1861,-780,28,273,-500,3892,-706,10009,0
2,1711,-5248,-15333,1698,-789,14,359,-542,3946,-667,10058,0
3,2020,-5237,-15316,1530,-789,13,439,-597,3977,-640,10054,0
4,2324,-5226,-15293,1357,-792,12,511,-640,3974,-622,10008,0
5,2623,-5212,-15264,1182,-777,21,653,-695,3947,-615,9982,0
6,2916,-5197,-15228,1010,-784,33,722,-741,3905,-609,10126,0
7,3202,-5179,-15187,843,-770,47,791,-717,3841,-597,10001,0
8,3479,-5159,-15141,677,-716,100,921,-675,3764,-590,9999,0
9,3742,-5139,-15092,507,-716,116,969,-697,3662,-585,10020,0
10,3990,-5122,-15039,332,-708,122,1017,-787,3546,-572,9999,0
11,4223,-5107,-14983,155,-686,135,1055,-897,3410,-548,10098,0
12,4439,-5096,-14925,-22,-646,182,1120,-986,3262,-507,10019,0
13,4638,-5089,-14866,-198,-633,197,1136,-1049,3095,-462,9981,0
14,4821,-5087,-14805,-371,-620,203,1155,-1116,2920,-408,10000,0
15,4988,-5090,-14743,-539,-566,196,1216,-1160,2738,-340,10146,0
16,5140,-5099,-14681,-699,-542,187,1233,-1182,2555,-267,9977,0
17,5276,-5112,-14620,-848,-525,186,1252,-1177,2369,-190,10042,0
18,5398,-5127,-14562,-985,-522,191,1277,-1127,2167,-126,9966,0
19,5502,-5146,-14506,-1114,-476,231,1343,-1073,1955,-70,10047,0
20,5588,-5171,-14455,-1237,-467,247,1357,-1055,1733,-18,10090,0
21,5653,-5204,-14407,-1359,-466,252,1369,-1087,1508,30,9990,0
22,5696,-5247,-14362,-1479,-461,241,1403,-1174,1267,91,10008,0
23,5720,-5297,-14322,-1590,-460,227,1418,-1269,1019,158,10090,0
24,5726,-5351,-14289,-1686,-465,206,1429,-1279,763,229,10016,0
25,5714,-5410,-14262,-1764,-473,191,1443,-1206,489,297,10016,0
26,5684,-5471,-14243,-1823,-486,166,1475,-1098,211,360,9992,0
27,5636,-5536,-14232,-1867,-503,154,1481,-981,-70,412,10110,0
28,5567,-5605,-14228,-1895,-514,145,1488,-901,-359,461,10010,0
29,5477,-5677,-14232,-1912,-523,132,1489,-837,-653,497,10004,0
30,5364,-5754,-14243,-1920,-573,102,1458,-805,-954,523,10001,0
31,5228,-5834,-14261,-1919,-582,80,1434,-807,-1250,542,10000,0
32,5228,-5834,-14261,-1919,-603,62,1407,-824,-1543,550,10125,0
33,5070,-5917,-14286,-1911,-655,45,1343,-845,-1828,549,10023,0
34,4890,-6000,-14316,-1893,-674,25,1315,-829,-2110,536,9973,0
35,4690,-6082,-14352,-1864,-694,4,1285,-785,-2374,508,10032,0
36,4471,-6162,-14392,-1826,-720,-11,1256,-768,-2625,478,10094,0
37,4231,-6240,-14437,-1781,-807,2,1162,-775,-2868,428,10003,0
38,3973,-6313,-14485,-1730,-840,24,1105,-766,-3091,365,9978,0
39,3697,-6381,-14535,-1670,-868,45,1034,-751,-3305,292,10019,0
40,3403,-6443,-14586,-1607,-1014,126,879,-776,-3509,226,10104,0
41,3090,-6501,-14637,-1544,-1054,164,831,-858,-3696,169,10012,0
42,2760,-6556,-14684,-1482,-1081,199,771,-944,-3856,125,9969,0
43,2415,-6609,-14727,-1423,-1118,200,716,-1035,-3989,104,9995,0
44,2054,-6662,-14763,-1369,-1235,167,531,-1178,-4117,106,10160,0
45,1675,-6716,-14791,-1326,-1273,123,438,-1393,-4249,128,9988,0
46,1257,-6774,-14808,-1300,-1304,84,334,-1753,-4555,163,10013,0
47,826,-6829,-14816,-1270,-1314,47,214,-1786,-4711,168,9962,0
48,386,-6879,-14814,-1226,-1333,-37,-30,-1694,-4862,168,10146,0
49,56,6925,14803,1160,-1275,-67,-164,-1479,-4981,161,9995,0
50,496,6964,14784,1070,-1264,-65,-321,-1225,-5066,141,10003,0
51,931,6996,14755,961,-1289,-42,-662,-1005,-5105,112,10002,0
52,1359,7021,14717,845,-1192,-79,-823,-925,-5072,86,10117,0
53,1780,7039,14669,735,-1117,-90,-964,-954,-4979,61,9999,0
54,2187,7048,14614,629,-1093,-70,-1097,-941,-4817,19,10001,0
55,2577,7048,14555,526,-1031,-69,-1372,-905,-4624,-35,10028,0
56,2948,7041,14491,427,-921,-108,-1538,-863,-4421,-75,10087,0
57,3296,7029,14424,326,-833,-160,-1733,-731,-4190,-103,9999,0
58,3609,7017,14357,210,-744,-242,-2073,-421,-3916,-129,9987,0
59,3875,7011,14292,66,-618,-253,-2148,116,-3578,-148,10025,0
60,4090,7012,14231,-104,-480,-305,-2087,649,-3170,-159,10000,0
61,4266,7013,14177,-267,-528,-268,-2056,774,-2729,-185,10101,0
62,4419,7001,14133,-396,-404,-240,-1967,507,-2304,-252,9985,0
63,4565,6969,14100,-465,-357,-209,-1908,-122,-1914,-338,10004,0
64,4701,6920,14079,-489,-357,-209,-1908,-591,-1555,-410,10111,0
65,4820,6865,14066,-489,-341,-186,-1841,-749,-1240,-446,10006,0
66,4915,6811,14059,-483,-286,-209,-1696,-706,-959,-444,10006,0
67,4987,6763,14057,-480,-230,-266,-1634,-538,-726,-437,9990,0
# GESTURE_END
