# GESTURE_START label=0 caster=lucky rep=21 nsamples=43 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,3144,-7189,-14303,-1514,-652,-99,1226,-421,2906,124,10110,0
1,3330,-7181,-14250,-1648,-621,-68,1302,-436,2678,86,9970,0
2,3496,-7171,-14200,-1772,-608,-49,1324,-444,2435,51,10001,0
3,3643,-7160,-14154,-1888,-592,-28,1343,-449,2184,24,10030,0
4,3771,-7150,-14111,-1993,-581,-20,1362,-429,1930,18,10087,0
5,3880,-7142,-14072,-2088,-563,-29,1378,-429,1681,26,10028,0
6,3971,-7138,-14035,-2174,-540,-33,1394,-446,1443,36,9987,0
7,4043,-7137,-14003,-2252,-511,-34,1401,-448,1198,43,9994,0
8,4097,-7139,-13975,-2321,-484,-13,1420,-460,957,48,10019,0
9,4133,-7144,-13952,-2381,-469,0,1432,-466,719,52,10112,0
10,4153,-7152,-13933,-2430,-453,16,1443,-434,486,61,9989,0
11,4157,-7163,-13920,-2467,-452,39,1457,-401,250,75,10010,0
12,4145,-7178,-13911,-2492,-466,32,1454,-359,8,98,10011,0
13,4118,-7197,-13907,-2505,-452,10,1457,-329,-222,127,10112,0
14,4074,-7221,-13907,-2508,-441,1,1462,-327,-450,147,9984,0
15,4014,-7249,-13911,-2504,-458,18,1440,-337,-677,159,10004,0
16,3936,-7281,-13918,-2493,-478,18,1435,-362,-898,166,10012,0
17,3842,-7316,-13929,-2474,-482,27,1432,-382,-1113,175,10101,0
18,3732,-7355,-13943,-2448,-526,39,1432,-393,-1320,190,9997,0
19,3605,-7398,-13959,-2417,-542,47,1428,-435,-1523,200,10021,0
20,3461,-7445,-13977,-2381,-555,54,1415,-490,-1730,214,10010,0
21,3300,-7495,-13996,-2341,-575,57,1404,-539,-1933,227,10005,0
22,3122,-7549,-14015,-2296,-656,46,1354,-586,-2130,240,10110,0
23,2930,-7605,-14036,-2240,-678,24,1328,-568,-2334,254,9975,0
24,2725,-7661,-14057,-2170,-693,7,1309,-485,-2535,261,10028,0
25,2511,-7716,-14081,-2082,-705,10,1298,-355,-2730,258,10028,0
26,2288,-7768,-14105,-1976,-814,42,1275,-216,-2915,249,10093,0
27,2054,-7819,-14129,-1856,-836,40,1248,-132,-3099,242,10031,0
28,1805,-7869,-14151,-1728,-854,26,1201,-145,-3284,236,9968,0
29,1540,-7918,-14171,-1595,-1006,45,1051,-179,-3465,228,9994,0
30,1264,-7966,-14187,-1451,-1047,69,958,-133,-3638,228,10007,0
31,977,-8012,-14199,-1295,-1047,69,958,-85,-3815,236,10105,0
32,677,-8058,-14205,-1133,-1055,72,845,-96,-3970,269,10016,0
33,366,-8104,-14202,-964,-1079,84,711,-102,-4104,316,9976,0
34,45,-8153,-14189,-795,-1186,182,526,-161,-4222,388,9999,0
35,299,8206,14163,643,-1269,165,368,-473,-4340,493,10102,0
36,666,8263,14123,508,-1353,163,231,-784,-4488,598,10043,0
37,1055,8320,14069,395,-1236,61,-85,-1133,-4590,697,9843,0
38,1460,8376,14002,295,-1195,17,-274,-1361,-4677,763,10151,0
39,1861,8431,13923,180,-1247,-8,-484,-1197,-4731,808,10110,0
40,2244,8489,13832,42,-1278,-50,-689,-857,-4709,879,10032,0
41,2604,8551,13730,-114,-1205,-163,-1008,-534,-4619,955,9961,0
42,2947,8615,13618,-279,-1153,-215,-1195,-348,-4513,1017,10048,0
# GESTURE_END
