# GESTURE_START label=0 caster=lucky rep=24 nsamples=101 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,801,7228,14343,-3137,-433,-142,-445,-141,2240,-253,10000,0
1,629,7244,14364,-3039,-447,-147,-420,-148,2284,-272,10003,0
2,452,7258,14383,-2944,-474,-143,-396,-98,2327,-294,9997,0
3,267,7271,14400,-2854,-496,-138,-366,-8,2363,-311,10000,0
4,78,7281,14414,-2767,-499,-117,-304,64,2394,-329,10000,0
5,116,-7289,-14426,2681,-500,-119,-281,99,2423,-349,10000,0
6,314,-7295,-14435,2598,-509,-115,-251,153,2457,-373,10000,0
7,517,-7298,-14442,2516,-498,-94,-158,202,2495,-396,10020,0
8,723,-7298,-14447,2434,-510,-84,-110,208,2521,-422,10051,0
9,930,-7295,-14451,2349,-527,-79,-74,196,2542,-449,10052,0
10,1138,-7289,-14453,2264,-533,-81,-41,203,2549,-469,10057,0
11,1348,-7280,-14453,2178,-500,-92,35,210,2562,-497,10054,0
12,1557,-7267,-14451,2090,-512,-83,68,190,2571,-532,9959,0
13,1766,-7250,-14449,1999,-516,-75,101,163,2577,-570,10047,0
14,1975,-7229,-14445,1907,-516,-69,137,161,2572,-603,10040,0
15,2184,-7204,-14439,1814,-501,-48,226,165,2571,-631,10009,0
16,2391,-7175,-14431,1721,-497,-32,267,164,2565,-661,10010,0
17,2596,-7144,-14423,1626,-500,-14,304,164,2565,-661,10098,0
18,2798,-7110,-14413,1525,-474,14,392,125,2550,-686,9995,0
19,2996,-7075,-14401,1420,-476,31,432,69,2537,-709,10011,0
20,3188,-7038,-14388,1309,-487,53,480,4,2521,-724,9988,0
21,3374,-7001,-14374,1192,-497,75,524,-79,2500,-737,10034,0
22,3554,-6964,-14358,1072,-480,115,634,-158,2468,-743,10164,0
23,3726,-6928,-14341,948,-475,124,683,-235,2422,-733,10017,0
24,3889,-6894,-14322,821,-468,134,730,-308,2370,-716,9995,0
25,4041,-6862,-14302,695,-440,171,808,-379,2292,-695,9917,0
26,4182,-6832,-14281,570,-430,189,824,-438,2193,-661,10110,0
27,4313,-6806,-14259,450,-418,204,829,-474,2074,-620,10000,0
28,4432,-6783,-14236,334,-410,219,836,-501,1949,-570,10010,0
29,4540,-6765,-14213,223,-383,241,856,-519,1816,-508,10020,0
30,4637,-6752,-14189,117,-367,235,866,-533,1686,-439,10086,0
31,4724,-6744,-14165,18,-355,222,875,-553,1555,-369,10011,0
32,4802,-6739,-14140,-74,-329,199,908,-548,1424,-299,9981,0
33,4869,-6738,-14118,-157,-315,192,916,-526,1291,-237,10008,0
34,4923,-6740,-14096,-237,-306,190,923,-516,1142,-186,10147,0
35,4966,-6745,-14078,-313,-307,193,920,-543,995,-144,10000,0
36,4995,-6754,-14061,-383,-294,202,900,-572,842,-113,9979,0
37,5013,-6765,-14047,-449,-277,209,879,-595,688,-78,10019,0
38,5022,-6778,-14036,-507,-271,225,862,-607,538,-47,10098,0
39,5021,-6793,-14027,-557,-265,248,850,-586,394,-20,10030,0
40,5011,-6812,-14020,-601,-252,279,827,-560,256,13,9964,0
41,4992,-6833,-14015,-639,-244,283,817,-550,131,52,10006,0
42,4965,-6859,-14011,-669,-237,293,810,-537,4,101,10116,0
43,4929,-6888,-14007,-695,-238,321,797,-526,-115,152,10000,0
44,4885,-6923,-14005,-715,-234,347,793,-526,-232,203,10020,0
45,4831,-6962,-14003,-730,-253,380,782,-534,-351,258,9980,0
46,4768,-7007,-14002,-739,-276,407,764,-548,-475,317,10116,0
47,4699,-7059,-13999,-741,-306,433,738,-547,-588,392,10021,0
48,4621,-7118,-13995,-738,-320,439,737,-547,-695,480,9979,0
49,4537,-7184,-13990,-728,-342,438,734,-546,-797,573,10030,0
50,4445,-7257,-13982,-716,-370,402,729,-548,-894,666,9991,0
51,4344,-7338,-13972,-702,-369,371,731,-581,-988,754,10103,0
52,4234,-7424,-13961,-687,-381,340,739,-635,-1077,835,10016,0
53,4116,-7515,-13949,-671,-394,311,750,-693,-1166,903,9976,0
54,3988,-7609,-13935,-656,-391,245,767,-744,-1255,949,10020,0
55,3849,-7706,-13922,-644,-382,207,776,-810,-1344,979,10101,0
56,3698,-7802,-13910,-634,-380,179,783,-899,-1443,992,10000,0
57,3535,-7897,-13899,-625,-382,165,779,-991,-1547,974,9997,0
58,3362,-7989,-13890,-617,-386,146,766,-1065,-1657,938,10029,0
59,3178,-8076,-13883,-608,-378,124,775,-1115,-1767,889,10043,0
60,2986,-8157,-13879,-596,-378,107,777,-1158,-1870,833,10055,0
61,2786,-8232,-13877,-580,-414,108,761,-1163,-1974,768,10019,0
62,2579,-8300,-13877,-555,-442,151,744,-1152,-2084,699,10000,0
63,2368,-8362,-13879,-523,-495,225,725,-1090,-2193,625,10043,0
64,2148,-8420,-13881,-488,-561,302,705,-1035,-2289,563,10072,0
65,1915,-8480,-13879,-459,-691,388,668,-1050,-2385,542,9984,0
66,1664,-8545,-13873,-444,-737,362,662,-1189,-2470,563,10026,0
67,1391,-8614,-13860,-448,-776,289,647,-1444,-2556,609,9991,0
68,1391,-8614,-13860,-448,-860,147,571,-1767,-2656,658,10121,0
69,1095,-8684,-13842,-469,-929,83,512,-2090,-2775,683,10009,0
70,771,-8752,-13820,-509,-953,13,423,-2429,-2920,664,9991,0
71,420,-8814,-13793,-566,-960,-74,315,-2768,-3083,616,10009,0
72,43,-8868,-13762,-635,-1068,-173,61,-3048,-3259,545,10111,0
73,353,8910,13727,701,-1051,-227,-107,-3140,-3439,448,9972,0
74,753,8940,13689,746,-1014,-255,-296,-2966,-3624,341,10000,0
75,1145,8959,13649,752,-1010,-253,-506,-2537,-3777,237,10029,0
76,1517,8971,13607,710,-991,-198,-970,-1961,-3889,145,10106,0
77,1865,8979,13563,624,-931,-231,-1170,-1383,-3939,88,9992,0
78,2186,8985,13515,502,-855,-213,-1362,-886,-3906,61,10039,0
79,2477,8992,13465,358,-743,-247,-1600,-482,-3775,51,9977,0
80,2745,8996,13414,209,-664,-240,-1721,-286,-3577,43,10115,0
81,2991,8997,13362,67,-584,-255,-1782,-222,-3335,30,10012,0
82,3210,8997,13311,-70,-498,-273,-1819,-99,-3041,15,9973,0
83,3401,8995,13263,-201,-396,-293,-1803,15,-2733,5,10032,0
84,3563,8994,13219,-325,-319,-311,-1783,134,-2408,-4,10076,0
85,3699,8993,13179,-437,-245,-335,-1760,194,-2083,-13,10010,0
86,3811,8990,13145,-534,-167,-366,-1680,191,-1753,-29,10018,0
87,3902,8986,13118,-615,-137,-365,-1610,172,-1426,-53,9989,0
88,3968,8980,13099,-683,-110,-362,-1527,205,-1101,-83,10125,0
89,4009,8975,13086,-743,-99,-354,-1445,285,-790,-115,10001,0
90,4025,8971,13081,-795,-67,-337,-1246,367,-499,-147,9972,0
91,4020,8967,13083,-840,-25,-345,-1137,435,-229,-176,9989,0
92,3995,8963,13091,-875,-93,-339,-996,465,22,-203,10050,0
93,3958,8957,13105,-896,-145,-298,-686,397,243,-226,10089,0
94,3908,8950,13124,-911,-114,-319,-516,424,422,-253,9999,0
95,3851,8942,13146,-913,-51,-343,-345,344,573,-260,10000,0
96,3793,8930,13172,-899,-59,-379,-201,188,680,-270,10116,0
97,3737,8916,13199,-879,-129,-372,9,108,713,-289,10033,0
98,3679,8901,13226,-865,-101,-407,83,177,697,-307,9976,0
99,3622,8886,13252,-859,-60,-436,135,251,622,-322,10000,0
100,3565,8872,13276,-868,-43,-453,181,391,533,-340,10023,0
# GESTURE_END
