# GESTURE_START label=0 caster=lucky rep=28 nsamples=85 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,1342,5172,15090,-3490,-341,-24,-807,-784,1914,-146,10001,0
1,1198,5195,15119,-3379,-368,-40,-763,-701,2023,-122,9999,0
2,1048,5218,15149,-3257,-384,-99,-746,-801,2133,-109,10000,0
3,892,5242,15180,-3119,-410,-124,-731,-960,2248,-110,10000,0
4,729,5267,15210,-2968,-429,-132,-704,-1061,2376,-118,10000,0
5,556,5291,15239,-2811,-454,-127,-662,-1093,2509,-126,9999,0
6,373,5315,15266,-2647,-521,-78,-589,-1121,2639,-137,10000,0
7,181,5341,15289,-2477,-562,-92,-559,-1153,2758,-123,10006,0
8,21,-5370,-15306,2306,-576,-119,-504,-1106,2876,-88,9995,0
9,237,-5400,-15317,2148,-604,-98,-335,-907,2992,-61,10006,0
10,470,-5432,-15319,2008,-646,-71,-229,-636,3090,-45,9994,0
11,713,-5463,-15315,1879,-676,-58,-117,-458,3173,-33,10000,0
12,963,-5495,-15305,1749,-694,-60,-8,-449,3247,-19,10000,0
13,1213,-5526,-15292,1609,-682,-86,171,-548,3292,-11,9999,0
14,1460,-5558,-15274,1458,-699,-113,234,-670,3301,-2,10006,0
15,1703,-5588,-15252,1303,-696,-138,299,-725,3289,1,10005,0
16,1944,-5616,-15225,1146,-684,-145,367,-744,3269,-8,9995,0
17,2181,-5640,-15195,985,-664,-123,508,-803,3242,-30,9995,0
18,2411,-5662,-15162,818,-673,-104,575,-892,3203,-52,10015,0
19,2635,-5682,-15126,645,-670,-86,636,-959,3158,-64,9999,0
20,2853,-5701,-15085,473,-653,-49,786,-985,3105,-57,9999,0
21,3065,-5719,-15041,304,-655,-40,859,-963,3031,-37,10001,0
22,3270,-5738,-14993,142,-651,-37,921,-922,2936,-7,10003,0
23,3467,-5756,-14943,-12,-649,-40,984,-873,2820,23,9997,0
24,3652,-5775,-14890,-158,-614,-53,1102,-829,2673,51,10001,0
25,3825,-5793,-14838,-296,-601,-64,1136,-799,2519,70,9999,0
26,3985,-5811,-14785,-428,-593,-65,1161,-793,2348,80,10000,0
27,4130,-5829,-14734,-555,-577,-41,1209,-790,2167,83,10011,0
28,4261,-5846,-14685,-674,-576,-31,1230,-766,1989,83,9991,0
29,4379,-5863,-14638,-784,-572,-20,1256,-728,1808,90,9998,0
30,4483,-5880,-14594,-886,-567,-8,1283,-699,1623,99,10003,0
31,4572,-5897,-14553,-980,-543,22,1325,-680,1429,109,9997,0
32,4645,-5917,-14516,-1066,-541,50,1326,-672,1213,122,10000,0
33,4701,-5937,-14484,-1145,-542,75,1314,-666,995,131,10003,0
34,4741,-5960,-14455,-1217,-534,92,1299,-664,778,148,10004,0
35,4764,-5986,-14432,-1280,-513,141,1293,-645,564,171,10021,0
36,4773,-6014,-14412,-1334,-509,170,1299,-632,365,197,10053,0
37,4767,-6047,-14396,-1383,-511,203,1301,-651,164,230,10063,0
38,4743,-6086,-14383,-1428,-506,262,1287,-700,-43,271,10043,0
39,4703,-6130,-14373,-1468,-505,277,1282,-740,-246,322,10052,0
40,4647,-6182,-14366,-1501,-514,288,1272,-751,-451,381,9960,0
41,4577,-6239,-14361,-1525,-523,293,1266,-744,-656,449,10054,0
42,4493,-6301,-14359,-1538,-546,287,1260,-695,-852,513,10028,0
43,4398,-6368,-14359,-1536,-543,280,1261,-615,-1048,580,10005,0
44,4291,-6439,-14362,-1518,-557,287,1276,-615,-1048,580,10018,0
45,4173,-6513,-14366,-1487,-594,330,1301,-522,-1245,639,10076,0
46,4042,-6591,-14373,-1444,-601,349,1308,-437,-1431,695,10008,0
47,3895,-6676,-14379,-1397,-620,359,1315,-392,-1624,752,10002,0
48,3729,-6768,-14384,-1349,-642,364,1328,-437,-1821,818,10025,0
49,3542,-6869,-14388,-1302,-708,350,1326,-543,-2017,883,10160,0
50,3336,-6976,-14389,-1257,-740,345,1319,-679,-2216,949,10030,0
51,3109,-7089,-14390,-1209,-769,344,1303,-813,-2422,1003,9988,0
52,2863,-7204,-14388,-1155,-893,310,1220,-887,-2638,1050,9994,0
53,2597,-7322,-14383,-1097,-923,265,1175,-933,-2861,1090,9984,0
