# GESTURE_START label=3 caster=lucky rep=4 nsamples=119 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,2842,-10514,11895,2883,117,266,-889,109,-205,952,9999,0
1,2841,-10449,11950,2895,137,215,-899,137,-97,979,10000,0
2,2833,-10385,12007,2898,134,145,-909,158,17,985,10000,0
3,2819,-10322,12065,2894,146,113,-900,174,137,975,10007,0
4,2797,-10263,12123,2883,147,92,-882,176,269,953,9994,0
5,2765,-10207,12182,2864,129,84,-857,157,403,925,10000,0
6,2723,-10156,12239,2842,105,84,-803,103,532,892,10028,0
7,2670,-10109,12295,2817,91,79,-761,32,652,868,9971,0
8,2607,-10065,12351,2790,76,74,-720,-13,759,849,10000,0
9,2537,-10023,12407,2759,45,52,-652,-39,848,845,10004,0
10,2462,-9981,12463,2724,38,24,-616,-40,920,850,9996,0
11,2385,-9939,12520,2685,18,7,-585,-19,975,855,10000,0
12,2304,-9897,12577,2642,1,-7,-566,-14,1027,851,10000,0
13,2219,-9856,12634,2599,-9,-49,-556,-41,1071,847,10000,0
14,2131,-9815,12690,2554,-20,-74,-547,-37,1115,841,10000,0
15,2042,-9775,12746,2502,-33,-97,-536,14,1162,831,10001,0
16,1953,-9735,12801,2443,-50,-160,-511,68,1218,812,10005,0
17,1863,-9697,12856,2377,-56,-176,-488,130,1277,786,10002,0
18,1772,-9661,12909,2305,-73,-189,-472,164,1329,745,10005,0
19,1676,-9629,12959,2231,-84,-205,-455,137,1387,703,9999,0
20,1573,-9600,13006,2158,-69,-226,-419,81,1445,655,10000,0
21,1464,-9574,13049,2084,-76,-228,-390,31,1514,610,10003,0
22,1348,-9552,13090,2009,-81,-232,-358,-10,1583,571,10000,0
23,1227,-9532,13128,1932,-93,-224,-321,-33,1649,534,10000,0
24,1099,-9515,13162,1854,-96,-223,-226,-77,1708,502,10008,0
25,967,-9499,13195,1777,-107,-231,-177,-121,1750,479,9994,0
26,832,-9484,13225,1699,-118,-232,-125,-120,1777,458,9999,0
27,700,-9470,13254,1617,-114,-244,-24,-79,1783,434,10058,0
28,570,-9456,13280,1533,-115,-260,24,-47,1773,411,10048,0
29,446,-9443,13304,1445,-121,-266,74,22,1745,383,10052,0
30,330,-9430,13326,1352,-114,-264,122,136,1701,350,10048,0
31,223,-9419,13345,1254,-107,-262,194,226,1645,317,9963,0
32,126,-9409,13362,1154,-104,-257,217,308,1579,276,10052,0
33,37,-9401,13377,1053,-89,-241,230,379,1504,237,10049,0
34,44,9394,-13389,-951,-60,-204,241,433,1432,201,10006,0
35,119,9389,-13399,-850,-45,-186,247,464,1378,169,10001,0
36,191,9385,-13407,-751,-39,-184,256,464,1378,169,10099,0
37,262,9382,-13413,-656,-33,-174,267,464,1333,143,10000,0
38,334,9380,-13417,-567,-13,-172,297,428,1296,118,10001,0
39,407,9379,-13419,-483,-11,-170,318,377,1269,92,9999,0
40,482,9380,-13418,-405,-12,-161,338,306,1249,65,10196,0
41,557,9383,-13415,-331,-19,-152,360,244,1225,36,10000,0
42,630,9388,-13411,-260,-5,-112,414,194,1202,2,10017,0
43,700,9393,-13405,-190,1,-99,439,193,1168,-27,10023,0
44,766,9399,-13397,-123,6,-78,460,197,1126,-47,9878,0
45,827,9406,-13390,-58,18,-44,506,201,1071,-65,10131,0
46,882,9412,-13382,7,24,-33,524,220,1014,-72,9989,0
47,931,9418,-13374,68,25,-26,539,247,952,-74,10000,0
48,976,9424,-13366,124,24,-20,546,251,879,-72,10000,0
49,1016,9430,-13359,178,28,9,560,237,805,-73,10116,0
50,1048,9434,-13352,230,30,18,565,247,731,-63,10000,0
51,1075,9437,-13347,279,29,21,564,275,652,-50,10000,0
52,1096,9439,-13343,325,36,11,563,294,582,-33,10017,0
53,1114,9440,-13340,368,41,6,558,293,514,-13,10021,0
54,1130,9440,-13338,404,42,0,551,279,451,1,10107,0
55,1145,9439,-13336,434,37,-7,546,238,396,13,10001,0
56,1162,9437,-13335,458,36,-17,539,181,347,17,9961,0
57,1179,9436,-13334,474,35,-15,538,109,308,18,10127,0
58,1199,9435,-13332,483,26,-15,545,35,278,15,10010,0
59,1220,9434,-13331,486,16,-6,567,-47,246,9,10022,0
60,1239,9432,-13330,487,1,0,585,-108,217,4,10026,0
61,1255,9431,-13329,487,-6,8,603,-116,188,3,10063,0
62,1265,9430,-13330,486,-9,13,618,-105,146,3,10013,0
63,1270,9427,-13331,484,-18,10,641,-84,91,13,9998,0
64,1267,9423,-13334,483,-17,-5,657,-51,31,32,9999,0
