# GESTURE_START label=3 caster=lucky rep=6 nsamples=81 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,547,4773,15548,-1899,-715,678,-341,36,-3737,440,10000,0
1,859,4781,15521,-1985,-675,674,-530,-72,-3715,566,10000,0
2,1166,4798,15485,-2067,-568,663,-866,-71,-3637,683,10002,0
3,1465,4823,15441,-2149,-575,685,-1057,-32,-3539,789,9998,0
4,1750,4856,15389,-2231,-505,622,-1229,36,-3395,892,10000,0
5,2020,4900,15329,-2315,-466,691,-1460,139,-3226,998,10000,0
6,2272,4955,15264,-2395,-302,628,-1891,176,-2996,1117,10000,0
7,2502,5019,15198,-2453,-215,518,-2053,40,-2679,1220,10000,0
8,2709,5089,15135,-2474,-169,543,-2279,-285,-2284,1291,10000,0
9,2894,5162,15081,-2448,-81,472,-2349,-704,-1858,1349,10002,0
10,3051,5239,15033,-2387,-106,337,-2570,-976,-1420,1385,9998,0
11,3161,5327,14986,-2342,-81,304,-2646,-620,-946,1396,10000,0
12,3233,5427,14941,-2300,-97,189,-2642,-415,-535,1426,10000,0
13,3266,5536,14900,-2260,-138,90,-2739,-236,-120,1458,10000,0
14,3262,5654,14863,-2215,-134,-16,-2757,-122,321,1480,10006,0
15,3224,5778,14833,-2156,-146,-113,-2739,-135,758,1503,10044,0
16,3150,5907,14808,-2084,-160,-205,-2685,-116,1210,1502,10057,0
17,3038,6040,14789,-2002,-193,-355,-2459,-70,1666,1486,10057,0
18,2889,6175,14776,-1909,-250,-393,-2290,-33,2114,1449,10051,0
19,2707,6306,14769,-1797,-303,-412,-2103,-97,2547,1388,10056,0
20,2497,6434,14767,-1660,-380,-420,-1690,-244,2955,1331,9964,0
21,2259,6557,14767,-1506,-444,-435,-1439,-302,3320,1278,10050,0
22,1996,6677,14767,-1339,-512,-436,-1177,-334,3640,1229,10038,0
23,1713,6792,14766,-1159,-588,-403,-898,-381,3908,1190,9972,0
24,1416,6902,14760,-963,-660,-410,-385,-381,3908,1190,10096,0
25,1106,7006,14749,-766,-703,-399,-112,-478,4115,1163,10033,0
26,786,7104,14732,-570,-742,-400,151,-431,4256,1126,9967,0
27,465,7196,14707,-374,-783,-438,440,-376,4333,1092,10000,0
28,144,7280,14676,-186,-723,-419,835,-361,4343,1054,10198,0
29,157,-7358,-14638,-17,-744,-421,1024,-291,4304,1008,10001,0
30,442,-7429,-14595,-215,-770,-486,1214,-535,4162,988,10011,0
31,713,-7491,-14548,-398,-660,-499,1457,-583,3981,939,10000,0
32,965,-7545,-14500,-560,-612,-536,1563,-486,3751,870,10029,0
33,1194,-7590,-14453,-710,-593,-551,1644,-371,3463,797,10000,0
34,1401,-7625,-14409,-842,-557,-569,1720,-357,3151,698,9997,0
35,1587,-7648,-14370,-954,-490,-557,1848,-301,2836,581,10031,0
36,1755,-7660,-14338,-1043,-476,-566,1925,-178,2524,446,10005,0
37,1904,-7659,-14315,-1107,-467,-455,1951,-34,2203,304,10081,0
38,2032,-7647,-14300,-1154,-489,-378,2124,144,1886,144,10003,0
39,2135,-7628,-14293,-1188,-503,-298,2186,221,1574,-1,10000,0
40,2215,-7602,-14292,-1207,-513,-235,2250,233,1257,-119,9984,0
41,2266,-7574,-14299,-1214,-512,-166,2296,281,927,-217,10160,0
42,2283,-7546,-14311,-1218,-535,-81,2365,251,567,-291,10006,0
43,2264,-7521,-14327,-1218,-532,-56,2362,104,196,-333,9975,0
44,2210,-7500,-14347,-1208,-533,-30,2341,-50,-198,-353,10019,0
45,2126,-7482,-14372,-1181,-532,-6,2306,-130,-608,-356,10120,0
46,2013,-7467,-14399,-1130,-541,38,2208,-120,-1026,-340,9977,0
47,1874,-7457,-14429,-1056,-530,50,2152,-36,-1435,-311,10000,0
48,1707,-7450,-14460,-966,-521,61,2083,53,-1837,-270,10001,0
49,1512,-7448,-14489,-864,-547,77,1890,78,-2209,-229,10114,0
50,1286,-7450,-14516,-756,-554,92,1780,31,-2565,-186,10024,0
51,1035,-7454,-14539,-643,-562,102,1674,-67,-2897,-148,9996,0
52,760,-7460,-14558,-524,-563,109,1557,-159,-3196,-110,9980,0
53,466,-7468,-14570,-393,-627,136,1289,-210,-3464,-68,10117,0
54,133,-7483,-14573,-253,-672,141,1139,-205,-3716,-21,10048,0
55,218,7497,14566,109,-737,154,964,-316,-4169,86,9951,0
56,588,7509,14550,-40,-900,157,536,-377,-4381,130,10000,0
57,973,7518,14524,-192,-934,142,258,-423,-4585,161,10031,0
58,1370,7521,14487,-346,-982,118,-50,-480,-4772,175,10097,0
59,1768,7518,14441,-506,-982,112,-390,-516,-4909,171,9984,0
60,2158,7510,14385,-670,-1003,151,-1028,-472,-4964,159,10016,0
61,2525,7503,14319,-848,-1000,205,-1345,-383,-4918,154,10056,0
62,2859,7502,14244,-1043,-943,225,-1608,-119,-4783,176,10061,0
63,3165,7508,14161,-1232,-834,173,-2010,238,-4538,241,10039,0
64,3435,7521,14074,-1408,-781,174,-2238,354,-4236,344,9999,0
65,3667,7541,13988,-1566,-661,105,-2387,433,-3821,428,9979,0
66,3864,7563,13908,-1693,-531,22,-2474,471,-3332,502,10100,0
67,4026,7585,13839,-1785,-352,-128,-2475,354,-2798,536,10018,0
68,4151,7606,13782,-1849,-293,-179,-2406,184,-2241,525,10000,0
69,4238,7627,13737,-1895,-261,-199,-2297,80,-1701,483,10001,0
70,4289,7649,13704,-1932,-231,-201,-2164,105,-1202,419,10091,0
71,4311,7671,13682,-1954,-177,-141,-1792,191,-759,356,9991,0
72,4316,7688,13671,-1951,-157,-152,-1664,198,-367,297,10019,0
73,4302,7704,13669,-1937,-169,-98,-1471,6,-39,238,10000,0
74,4302,7704,13669,-1937,-109,-59,-1172,-7,226,180,10123,0
75,4270,7720,13672,-1918,-90,-35,-1001,23,439,154,10000,0
76,4223,7739,13679,-1901,-134,-11,-878,148,594,135,10000,0
77,4165,7759,13687,-1885,-74,-19,-717,203,697,120,10009,0
78,4105,7776,13699,-1858,10,-23,-502,109,778,100,10101,0
79,4048,7788,13714,-1820,29,-53,-426,-40,830,67,10011,0
80,3994,7796,13731,-1776,10,-36,-373,-132,822,40,9996,0
# GESTURE_END
