# GESTURE_START label=3 caster=lucky rep=22 nsamples=104 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,5120,6846,13755,-2478,249,144,-1933,-11,-591,1515,9993,0
1,5164,6947,13696,-2438,278,79,-1913,-136,-266,1492,10000,0
2,5188,7046,13646,-2379,269,29,-1876,-235,45,1449,10000,0
3,5193,7142,13606,-2308,222,-41,-1775,-295,323,1399,10001,0
4,5179,7238,13574,-2229,199,-56,-1716,-285,566,1346,9999,0
5,5147,7335,13547,-2149,159,-76,-1654,-200,767,1304,10000,0
6,5096,7435,13524,-2075,133,-101,-1597,-47,935,1273,10000,0
7,5026,7539,13502,-2010,97,-165,-1514,157,1078,1240,10000,0
8,4938,7646,13482,-1954,71,-198,-1479,337,1221,1196,10004,0
9,4835,7752,13467,-1899,33,-237,-1450,424,1366,1145,10006,0
10,4719,7855,13456,-1843,-4,-310,-1424,475,1518,1072,9990,0
11,4587,7954,13451,-1785,-38,-336,-1400,514,1684,986,10041,0
12,4439,8049,13453,-1725,-76,-354,-1369,568,1865,898,10051,0
13,4275,8137,13461,-1660,-113,-361,-1328,572,2059,800,10088,0
14,4098,8218,13476,-1583,-170,-364,-1207,519,2261,705,10044,0
15,3908,8291,13497,-1495,-202,-358,-1113,451,2465,612,10022,0
16,3706,8357,13525,-1395,-243,-338,-1009,379,2647,527,9961,0
17,3494,8416,13556,-1286,-283,-313,-792,329,2817,455,10050,0
18,3270,8468,13589,-1169,-308,-296,-658,307,2958,388,10038,0
19,3038,8515,13624,-1047,-330,-272,-523,298,3078,330,9999,0
20,2799,8556,13659,-919,-354,-254,-387,268,3164,281,10001,0
21,2558,8591,13692,-786,-354,-210,-130,268,3164,281,10096,0
22,2315,8620,13724,-647,-373,-193,8,217,3223,244,10000,0
23,2072,8646,13753,-507,-383,-179,141,166,3259,209,10000,0
24,1831,8667,13778,-370,-377,-171,269,146,3266,184,10004,0
25,1593,8684,13799,-240,-349,-164,498,165,3222,165,10194,0
26,1361,8698,13817,-119,-325,-163,597,210,3139,148,10000,0
27,1137,8708,13832,-8,-309,-150,685,263,3024,122,10012,0
28,925,8714,13843,93,-252,-130,781,297,2880,93,10029,0
29,722,8717,13853,181,-238,-127,812,323,2704,67,9924,0
30,526,8717,13860,254,-222,-128,832,388,2528,43,10074,0
31,338,8715,13866,313,-204,-118,857,486,2366,18,10006,0
32,158,8709,13872,362,-156,-108,905,588,2209,-10,9994,0
33,11,-8700,-13877,-407,-146,-108,931,622,2064,-40,10000,0
34,169,-8687,-13883,-448,-136,-111,957,599,1929,-73,10146,0
