# GESTURE_START label=3 caster=lucky rep=9 nsamples=50 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,3620,2200,-15826,162,-283,199,539,567,-1921,-114,10117,0
1,3445,2210,-15864,173,-281,210,495,450,-1986,-62,9994,0
2,3268,2212,-15901,184,-302,210,411,416,-2031,2,10036,0
3,3090,2205,-15937,188,-306,182,365,396,-2059,79,9971,0
4,2912,2188,-15973,178,-308,134,314,302,-2074,165,10018,0
5,2736,2162,-16008,152,-304,66,267,125,-2091,249,10113,0
6,2562,2133,-16041,113,-311,-75,205,-77,-2096,310,10006,0
7,2392,2104,-16071,73,-313,-122,214,-230,-2078,331,9986,0
8,2223,2079,-16099,38,-317,-160,244,-259,-2043,314,10014,0
9,2054,2060,-16124,8,-320,-183,285,-180,-2009,270,10099,0
10,1881,2047,-16146,-21,-358,-164,345,-131,-2008,210,10009,0
11,1702,2038,-16167,-49,-355,-131,333,-93,-2037,144,9991,0
12,1515,2033,-16186,-79,-342,-95,289,-69,-2112,85,10025,0
13,1321,2028,-16204,-109,-328,-33,160,-80,-2202,44,10117,0
14,1123,2024,-16219,-135,-313,-13,105,-67,-2277,33,10000,0
15,923,2017,-16232,-166,-310,0,53,-16,-2316,37,9955,0
16,725,2008,-16243,-206,-304,17,30,-71,-2334,52,10045,0
17,524,1998,-16251,-246,-316,24,-25,-184,-2343,65,10114,0
18,321,1985,-16258,-276,-302,14,-83,-173,-2356,83,10006,0
19,115,1970,-16262,-303,-286,-1,-145,-60,-2385,107,10009,0
20,92,-1954,16263,333,-280,-44,-336,-31,-2405,127,10000,0
21,92,-1954,16263,333,-256,-65,-427,-54,-2413,147,10126,0
22,296,-1935,16262,373,-221,-86,-498,-177,-2402,165,9989,0
23,494,-1917,16258,425,-193,-96,-567,-320,-2354,161,10000,0
24,686,-1901,16252,476,-155,-95,-699,-323,-2281,138,10000,0
25,873,-1888,16243,524,-129,-68,-743,-293,-2213,93,10118,0
26,1054,-1879,16232,559,-109,-13,-777,-162,-2127,43,10000,0
27,1228,-1873,16220,575,-108,68,-823,46,-2026,-2,10009,0
28,1394,-1867,16207,574,-82,92,-834,237,-1918,-18,10003,0
29,1551,-1858,16195,560,-56,115,-840,359,-1785,12,10105,0
30,1696,-1846,16182,555,-25,127,-860,266,-1669,54,10001,0
31,1830,-1831,16168,563,25,104,-889,92,-1561,104,9980,0
32,1951,-1815,16155,589,48,79,-896,-122,-1443,153,10019,0
33,2061,-1797,16142,622,68,54,-883,-224,-1317,190,10125,0
34,2157,-1777,16131,654,79,25,-843,-214,-1162,217,10008,0
35,2241,-1756,16120,688,98,-61,-766,-251,-1021,234,9968,0
36,2314,-1735,16111,723,102,-94,-751,-279,-898,245,10016,0
37,2379,-1716,16101,758,109,-116,-765,-292,-808,231,10130,0
38,2439,-1701,16092,796,119,-83,-818,-343,-748,189,9983,0
39,2494,-1692,16083,836,125,-47,-849,-381,-694,137,9994,0
40,2543,-1688,16073,877,132,-3,-860,-398,-624,77,10006,0
41,2584,-1688,16065,915,126,39,-844,-393,-529,32,10116,0
42,2616,-1690,16057,951,122,79,-789,-372,-416,12,10000,0
43,2639,-1690,16052,975,113,56,-773,-249,-298,23,10001,0
44,2653,-1686,16049,986,141,60,-747,-101,-186,50,9989,0
45,2661,-1677,16049,979,128,21,-753,100,-78,78,10126,0
46,2661,-1668,16051,975,117,28,-749,66,8,103,9985,0
47,2650,-1664,16051,1010,115,24,-765,-404,75,110,10040,0
48,2630,-1660,16053,1039,125,20,-750,-338,190,122,9975,0
49,2600,-1654,16057,1057,115,22,-715,-232,319,126,10117,0
# GESTURE_END
