# GESTURE_START label=5 caster=lucky rep=2 nsamples=47 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,3651,15523,3583,1138,-19,-136,5,100,-359,-29,10125,0
1,3657,15523,3588,1110,-20,-103,11,77,-331,-79,9989,0
2,3673,15520,3594,1083,-33,-88,10,-7,-310,-127,9997,0
3,3698,15514,3602,1057,-70,-63,15,-100,-318,-162,10043,0
4,3723,15507,3610,1030,-61,-59,31,-215,-327,-185,10081,0
5,3745,15502,3618,1002,-36,-64,53,-222,-331,-194,10000,0
6,3759,15499,3627,973,-43,-72,107,-177,-333,-193,10000,0
7,3760,15498,3635,940,-41,-67,117,-73,-333,-187,10019,0
8,3760,15498,3643,905,-32,-52,113,68,-337,-181,10114,0
9,3772,15496,3649,869,-30,-43,110,92,-358,-178,9983,0
10,3790,15493,3652,830,-52,-38,86,-39,-413,-171,10000,0
11,3796,15494,3654,787,-42,-45,85,-102,-461,-157,10043,0
12,3786,15498,3656,739,-44,-50,78,54,-482,-145,10095,0
13,3754,15508,3658,685,-62,-50,59,244,-497,-132,9976,0
14,3707,15521,3658,627,-51,-42,42,518,-506,-115,10001,0
15,3665,15534,3657,569,-50,-31,24,694,-515,-102,10032,0
16,3631,15545,3655,510,-60,-23,2,650,-538,-91,10100,0
17,3606,15553,3652,454,-44,-12,-61,549,-561,-84,10005,0
18,3586,15559,3650,399,-53,-14,-89,438,-570,-82,9982,0
19,3563,15566,3650,346,-66,-19,-99,373,-557,-94,10027,0
20,3537,15573,3650,293,-67,-34,-43,403,-523,-104,10120,0
21,3504,15581,3651,242,-51,-62,-148,439,-511,-113,9976,0
22,3454,15592,3655,192,-10,-80,-143,516,-481,-110,10009,0
23,3394,15604,3662,144,-14,-98,-142,709,-411,-130,9992,0
24,3339,15614,3673,102,-22,-98,-124,815,-352,-158,10048,0
25,3295,15620,3687,66,-12,-84,-114,739,-296,-190,10077,0
26,3265,15622,3703,35,-3,-68,-106,589,-256,-218,9987,0
27,3248,15622,3722,10,0,-52,-106,417,-215,-241,10008,0
28,3246,15617,3742,-10,-11,-2,-93,252,-190,-265,10133,0
29,3262,15609,3762,-25,-21,25,-73,57,-172,-277,10000,0
30,3290,15599,3780,-36,-28,41,-49,-150,-159,-276,9992,0
31,3322,15589,3795,-45,-38,49,21,-302,-153,-250,10008,0
32,3322,15589,3795,-45,-35,43,57,-347,-154,-207,10115,0
33,3341,15582,3805,-57,-29,23,91,-191,-160,-160,10000,0
34,3341,15580,3812,-74,-24,-2,129,35,-172,-119,10001,0
35,3327,15582,3816,-97,-8,-23,183,219,-202,-91,9999,0
36,3303,15587,3817,-126,-11,-29,196,357,-246,-70,10115,0
37,3281,15591,3816,-159,-6,-46,202,332,-316,-53,10019,0
38,3272,15594,3812,-198,-13,-70,204,214,-403,-44,9953,0
39,3264,15596,3807,-243,21,-135,101,212,-486,-49,9998,0
40,3239,15601,3803,-299,-75,-148,175,435,-558,-64,10120,0
41,3189,15611,3798,-366,-22,-170,85,755,-613,-87,10026,0
42,3120,15623,3797,-440,-46,-161,102,984,-630,-138,10019,0
43,3047,15635,3798,-519,-65,-154,78,1045,-665,-178,9978,0
44,2978,15645,3802,-601,-5,-148,58,1003,-713,-216,10108,0
45,2909,15653,3807,-687,-28,-120,7,1001,-744,-248,10011,0
46,2847,15658,3816,-774,-56,-96,-102,924,-778,-288,9971,0
# GESTURE_END
