# GESTURE_START label=5 caster=lucky rep=22 nsamples=53 calib=3 mode=0x08
idx,qw,qx,qy,qz,lax,lay,laz,gx,gy,gz,dt_us,dup
0,1219,10104,-12774,-1299,-183,-579,207,-238,-76,161,10002,0
1,1233,10095,-12777,-1325,-181,-588,220,-338,-68,91,9998,0
2,1251,10090,-12776,-1356,-193,-598,225,-416,-65,21,10001,0
3,1270,10090,-12770,-1390,-208,-629,241,-445,-70,-48,10000,0
4,1285,10094,-12762,-1423,-205,-642,242,-406,-87,-113,9999,0
5,1293,10103,-12750,-1453,-211,-656,233,-325,-115,-181,10004,0
6,1293,10118,-12736,-1477,-213,-676,209,-220,-142,-253,9995,0
7,1284,10138,-12719,-1493,-214,-673,194,-80,-168,-329,10001,0
8,1266,10164,-12699,-1504,-218,-676,180,32,-194,-410,10001,0
9,1244,10196,-12674,-1513,-209,-683,173,82,-203,-495,9999,0
10,1221,10234,-12645,-1523,-194,-682,160,82,-207,-581,10001,0
11,1199,10278,-12610,-1535,-198,-676,156,44,-205,-676,10002,0
12,1180,10327,-12569,-1552,-206,-668,159,-11,-205,-765,10056,0
13,1161,10382,-12524,-1571,-181,-650,141,-37,-203,-854,10047,0
14,1142,10441,-12473,-1590,-174,-638,131,-28,-205,-934,10048,0
15,1119,10506,-12419,-1607,-178,-627,122,6,-213,-1010,10056,0
16,1091,10575,-12361,-1621,-176,-609,113,75,-221,-1078,10048,0
17,1056,10648,-12300,-1630,-185,-586,100,172,-238,-1140,9965,0
18,1015,10725,-12236,-1635,-188,-574,77,247,-261,-1197,10048,0
19,967,10805,-12168,-1638,-168,-552,21,311,-292,-1258,10036,0
20,918,10889,-12097,-1643,-147,-562,-71,315,-315,-1321,9973,0
21,865,10976,-12021,-1643,-137,-502,-95,315,-315,-1321,10098,0
22,815,11068,-11940,-1643,-124,-515,-106,366,-303,-1395,10032,0
23,765,11165,-11853,-1641,-130,-479,-110,352,-269,-1467,9951,0
24,712,11265,-11762,-1632,-91,-441,-74,365,-238,-1545,10017,0
25,655,11369,-11667,-1619,-70,-417,-58,445,-212,-1613,10198,0
26,592,11476,-11568,-1602,-70,-396,-46,499,-200,-1677,10000,0
27,523,11585,-11465,-1584,-66,-387,-43,587,-214,-1736,10012,0
28,450,11696,-11357,-1569,-81,-362,-81,629,-250,-1793,10000,0
29,374,11811,-11241,-1558,-101,-333,-112,634,-298,-1864,9997,0
30,294,11929,-11119,-1551,-114,-286,-147,622,-357,-1951,10040,0
31,208,12051,-10990,-1545,-139,-176,-235,629,-414,-2046,10021,0
32,120,12175,-10855,-1541,-144,-101,-291,646,-460,-2133,9971,0
33,34,12299,-10714,-1541,-147,-40,-345,648,-494,-2202,10004,0
34,46,-12423,10570,1547,-142,14,-400,604,-515,-2253,10021,0
35,116,-12545,10422,1558,-146,95,-485,493,-517,-2280,10094,0
36,173,-12665,10273,1575,-160,122,-519,363,-497,-2283,9996,0
37,214,-12781,10123,1597,-166,132,-546,203,-448,-2261,10009,0
38,240,-12894,9974,1620,-165,127,-556,28,-379,-2223,10105,0
39,257,-13004,9827,1639,-172,109,-571,-116,-287,-2176,10030,0
40,273,-13111,9682,1649,-168,108,-577,-165,-191,-2127,10003,0
41,295,-13215,9539,1646,-161,122,-589,-108,-110,-2088,9979,0
42,327,-13317,9398,1628,-168,181,-597,37,-28,-2062,10017,0
43,366,-13417,9259,1597,-162,222,-587,233,44,-2047,10074,0
44,408,-13514,9122,1555,-153,262,-579,396,119,-2023,10025,0
45,447,-13608,8989,1506,-153,298,-564,492,195,-1986,9986,0
46,477,-13697,8860,1453,-135,344,-554,508,283,-1929,10043,0
47,494,-13782,8734,1401,-157,311,-486,456,365,-1854,10072,0
48,492,-13863,8612,1353,-147,336,-486,330,445,-1777,10019,0
49,480,-13942,8492,1304,-112,322,-468,135,517,-1706,10001,0
50,457,-14018,8375,1253,-115,325,-447,33,589,-1653,9981,0
51,429,-14092,8260,1199,-123,342,-435,-57,662,-1607,10126,0
52,401,-14162,8149,1139,-131,357,-416,-83,729,-1562,10016,0
# GESTURE_END
